event_id,user_id,event_type,product_id,product_category,event_timestamp,device_type,browser,operating_system,session_id,page_url,duration_seconds,referrer_source,ab_test_variant,country,city,is_bot,scroll_depth_pct,click_x,click_y,search_query,conversion_value
3579,1508,search,408,Automotive,2023-07-02 06:59:58,tablet,Chrome,macOS,sess-fennclrctmte,/page/uhxdqj,489,affiliate,variant_a,UK,São Paulo,false,,,,search term 7,
3580,459,search,106,Home & Garden,2025-12-01 18:11:37,mobile,Chrome,macOS,sess-oswqfidyykwi,/page/rhytwp,81,direct,variant_a,MX,Melbourne,true,,,,search term 136,
3581,1771,share,236,Food,2023-01-25 11:31:18,mobile,Safari,macOS,sess-yeseycqairky,/page/wasqkr,72,twitter,variant_b,FR,London,false,,,,,
3582,938,search,32,Sports,2023-07-11 22:34:44,tablet,Opera,Windows,sess-yhkwjkhvvtqj,/page/lfyvsi,112,bing,variant_b,AU,Manchester,true,,,,search term 179,
3583,1790,scroll,203,Automotive,2022-01-21 21:00:46,desktop,Chrome,Linux,sess-kbbnccypbifo,/page/ycckol,351,twitter,variant_b,IN,Berlin,true,8.7,,,,
3584,,add_to_cart,,,2025-02-12 14:14:55,desktop,Firefox,iOS,sess-fhwqstwgoznq,/page/thxgol,537,instagram,variant_b,JP,London,true,,,,,
3585,1453,form_submit,135,Sports,2024-07-07 08:18:12,tablet,Safari,iOS,sess-bpdjbeszgwll,/page/gvutiw,179,youtube,variant_b,UK,Delhi,false,,,,,
3586,661,search,409,Automotive,2025-11-14 00:58:52,mobile,Opera,macOS,sess-awtadpcfhrdm,/page/jwrrej,273,none,variant_a,AU,Lyon,true,,,,search term 67,
3587,1754,add_to_cart,294,Books,2023-11-19 09:55:41,tablet,Safari,Linux,sess-dsesawrsqyda,/page/jcsrew,412,facebook,control,JP,Berlin,true,,,,,
3588,1814,add_to_cart,427,Music,2022-08-20 05:09:44,tablet,Firefox,Android,sess-pcekhtfyspau,/page/bcqsyp,6,none,variant_a,IN,Rio,true,,,,,
3589,874,page_view,414,Food,2024-02-11 19:36:09,desktop,Chrome,Android,sess-qvdupuvhfhmk,/page/vivqgr,393,email,variant_a,MX,Delhi,true,,,,,
3590,1517,add_to_cart,113,Music,2025-11-24 10:14:10,desktop,Opera,macOS,sess-hefjrzjzcgwn,/page/pjkkdf,414,email,variant_b,AU,São Paulo,false,,,,,
3591,1328,search,127,Books,2025-06-17 17:53:08,desktop,Opera,iOS,sess-nqvlkdbknfmv,/page/mvfdtl,580,bing,control,CA,Mexico City,true,,,,search term 107,
3592,,form_submit,166,Sports,2023-10-12 17:54:57,tablet,Safari,Android,sess-ihxkdrouadsr,/page/epwfjn,331,affiliate,variant_a,US,Munich,true,,,,,
3593,520,page_view,394,Sports,2022-04-25 18:18:25,mobile,Chrome,Linux,sess-teokqfcvibhs,/page/nzbedk,51,youtube,variant_b,US,Vancouver,true,,,,,
3594,1712,add_to_cart,,,2025-11-11 20:27:54,desktop,Edge,Windows,sess-kjhtiieihhzj,/page/wgwsuo,583,bing,control,BR,Osaka,true,,,,,
3595,350,click,,,2022-05-31 22:25:26,desktop,Chrome,Windows,sess-idiflgnwejke,/page/kmeapt,489,direct,variant_a,FR,Melbourne,true,,1747.8,658.4,,
3596,875,video_play,74,Automotive,2024-06-16 09:10:37,desktop,Safari,Linux,sess-vlvlcwowohxi,/page/pexqrb,109,bing,control,MX,London,true,,,,,
3597,1660,page_view,,,2024-02-27 23:31:54,mobile,Safari,macOS,sess-tihgrtvihmas,/page/mbfvod,62,direct,control,FR,Mumbai,true,,,,,
3598,,search,468,Beauty,2024-03-30 00:47:35,tablet,Firefox,Android,sess-kvxqruhlvwsi,/page/qbhnvu,388,instagram,variant_a,MX,New York,false,,,,search term 15,
3599,1148,add_to_cart,,,2025-10-14 23:21:36,desktop,Opera,Linux,sess-pbhctokiaibl,/page/uyoows,416,youtube,control,DE,Sydney,true,,,,,
3600,1875,click,,,2024-05-16 10:31:44,desktop,Opera,iOS,sess-bhkwkhwfjbec,/page/snlwuv,128,youtube,control,DE,Munich,false,,1383.9,429.7,,
3601,1374,form_submit,138,Home & Garden,2024-12-23 14:13:38,tablet,Safari,Windows,sess-nixxfaohhiav,/page/ndveag,425,direct,variant_b,IN,London,false,,,,,
3602,1283,add_to_cart,,,2023-03-17 12:09:35,tablet,Safari,Linux,sess-avfzewxesebx,/page/fzhwoy,346,direct,variant_b,DE,Rio,false,,,,,
3603,953,share,28,Electronics,2023-04-29 20:09:53,desktop,Chrome,Linux,sess-lwxaxwxchpsk,/page/rjcquy,335,youtube,variant_a,CA,Melbourne,true,,,,,
3604,1233,page_view,,,2025-08-03 08:00:33,mobile,Edge,iOS,sess-ksiwolrrcpwz,/page/hgdifv,479,youtube,variant_a,CA,Monterrey,false,,,,,
3605,1461,scroll,227,Electronics,2024-03-01 00:03:27,tablet,Opera,Windows,sess-scvkjyrqajpp,/page/bibwfp,465,facebook,variant_a,US,Delhi,true,13.8,,,,
3606,1872,purchase,,,2023-10-26 03:34:12,desktop,Safari,Android,sess-ikittioclejx,/page/wcjsxi,43,youtube,variant_a,CA,Melbourne,false,,,,,13.02
3607,1719,form_submit,,,2025-03-31 15:55:51,desktop,Opera,Android,sess-cnhmhpmodhrr,/page/ueyhnx,529,bing,variant_b,CA,London,false,,,,,
3608,851,share,241,Clothing,2024-03-29 06:04:39,mobile,Safari,iOS,sess-linzmpdukxkr,/page/fehrcf,211,email,variant_b,FR,New York,false,,,,,
3609,191,purchase,46,Toys,2022-09-03 19:54:45,tablet,Safari,Linux,sess-hfcxrahpwgzn,/page/ahnyla,392,google,variant_a,AU,London,true,,,,,130.78
3610,571,scroll,467,Beauty,2022-07-25 06:04:02,desktop,Chrome,Android,sess-venamryqdgon,/page/rhsudt,494,email,control,US,Mumbai,true,95.3,,,,
3611,1696,form_submit,,,2023-09-04 23:14:38,tablet,Firefox,iOS,sess-abmpdhxhtfga,/page/wsebvs,78,google,variant_a,UK,Tokyo,false,,,,,
3612,976,wishlist,,,2022-01-30 16:32:23,desktop,Chrome,Windows,sess-fbysdjthhezq,/page/yqlckl,114,affiliate,variant_b,IN,Tokyo,false,,,,,
3613,1037,video_play,72,Automotive,2025-08-16 04:33:05,tablet,Opera,iOS,sess-ulwxibhckcgy,/page/xzairs,247,facebook,variant_a,BR,Vancouver,true,,,,,
3614,,scroll,451,Home & Garden,2023-04-04 03:01:01,mobile,Edge,Android,sess-fkbkuvpgceqj,/page/owtiqj,582,none,variant_a,AU,London,false,35.0,,,,
3615,1387,share,417,Automotive,2023-12-05 08:24:36,tablet,Chrome,macOS,sess-bmqwzsyqbpnt,/page/bdouiw,289,none,control,MX,Rio,false,,,,,
3616,1959,share,32,Automotive,2023-01-11 08:56:44,tablet,Safari,macOS,sess-qhwunrptyfvg,/page/yqjnyn,379,direct,variant_b,UK,Delhi,false,,,,,
3617,1949,search,475,Books,2024-02-15 05:54:06,tablet,Safari,Linux,sess-bwzwnevlirug,/page/qcbsng,345,none,variant_b,CA,Toronto,false,,,,search term 59,
3618,140,scroll,389,Toys,2023-08-06 06:16:11,tablet,Edge,macOS,sess-zdtaepzmzrmd,/page/aodwbj,473,direct,control,IN,Osaka,false,46.0,,,,
3619,1179,add_to_cart,,,2023-09-29 12:22:00,desktop,Chrome,Windows,sess-yjedumwojxrg,/page/bofkfq,250,twitter,variant_a,IN,Manchester,false,,,,,
3620,646,scroll,,,2023-11-25 01:11:52,mobile,Safari,Android,sess-zjtdbntpqjzz,/page/jrhzen,182,facebook,variant_a,CA,Sydney,false,85.7,,,,
3621,492,scroll,290,Automotive,2022-06-28 15:12:34,mobile,Firefox,Windows,sess-tmswgvyescli,/page/chkutb,249,instagram,variant_b,JP,Osaka,true,27.2,,,,
3622,1560,search,351,Clothing,2024-07-12 21:36:49,tablet,Edge,macOS,sess-keyhpmiwpcax,/page/xjuphu,567,youtube,variant_a,DE,Mumbai,true,,,,search term 112,
3623,752,wishlist,,,2024-10-04 05:36:21,mobile,Firefox,Linux,sess-xtnhoegqsrfh,/page/eqdhpg,539,youtube,variant_b,JP,Monterrey,false,,,,,
3624,265,page_view,36,Automotive,2024-02-01 05:31:52,tablet,Firefox,Windows,sess-fogcpqgtptny,/page/vxozzp,528,email,variant_a,US,Chicago,true,,,,,
3625,,form_submit,272,Books,2023-09-08 00:33:53,desktop,Chrome,Android,sess-nrsvaiuopjxb,/page/hhflpj,595,twitter,control,FR,Lyon,true,,,,,
3626,614,purchase,,,2025-07-29 15:44:28,mobile,Firefox,Linux,sess-udmvxofxugvq,/page/srfytl,116,facebook,variant_a,US,Sydney,false,,,,,343.02
3627,,page_view,13,Home & Garden,2023-04-25 23:35:56,desktop,Edge,Linux,sess-fabtoonohhbz,/page/ubwgtr,437,affiliate,control,DE,Manchester,true,,,,,
3628,752,form_submit,114,Music,2024-08-08 18:22:28,tablet,Firefox,iOS,sess-sjwwkxxydcrt,/page/lwimcf,72,instagram,control,AU,London,false,,,,,
3629,1228,page_view,,,2022-10-15 20:51:29,mobile,Opera,Windows,sess-cafqmwklmqpg,/page/iptdqb,392,instagram,variant_a,AU,Rio,false,,,,,
3630,1312,share,290,Home & Garden,2022-01-07 18:36:08,tablet,Firefox,macOS,sess-tvbnmtfydgke,/page/drfxvq,117,instagram,control,UK,London,true,,,,,
3631,1439,add_to_cart,61,Home & Garden,2022-08-07 17:53:56,mobile,Edge,Android,sess-dpdptmfbkbtb,/page/kafbzo,118,email,variant_a,CA,Monterrey,false,,,,,
3632,1093,purchase,,,2023-09-04 21:54:10,mobile,Chrome,macOS,sess-iyjbpgkeepdt,/page/pzfoiz,392,affiliate,variant_a,DE,Munich,false,,,,,370.5
3633,1640,page_view,,,2022-09-26 07:13:07,mobile,Safari,Windows,sess-cnqqqrltolha,/page/hmjuzb,133,email,variant_a,MX,Toronto,true,,,,,
3634,1115,purchase,,,2023-10-27 18:14:58,tablet,Chrome,Windows,sess-tyhtkiymgdja,/page/sgybtc,478,google,variant_a,FR,London,true,,,,,425.25
3635,1771,purchase,173,Home & Garden,2023-04-27 06:19:30,desktop,Edge,iOS,sess-yiejugggeqty,/page/liifiv,341,affiliate,control,IN,Paris,false,,,,,446.39
3636,919,form_submit,26,Food,2024-12-17 19:47:42,tablet,Safari,macOS,sess-loazkvimknqw,/page/aimexq,454,youtube,control,FR,London,true,,,,,
3637,882,video_play,,,2023-08-09 05:32:38,tablet,Opera,Linux,sess-hiismcyzlsdo,/page/anpoxg,402,instagram,variant_b,DE,Melbourne,true,,,,,
3638,381,add_to_cart,40,Music,2022-01-30 06:03:52,mobile,Safari,iOS,sess-kibyffsrxxze,/page/etgtlv,381,twitter,variant_a,MX,Osaka,true,,,,,
3639,,add_to_cart,213,Sports,2025-05-24 16:30:58,mobile,Chrome,Android,sess-ppgzzrrahzze,/page/hjvwmv,568,email,variant_b,JP,Vancouver,false,,,,,
3640,567,share,392,Automotive,2025-06-05 02:55:30,tablet,Chrome,macOS,sess-rjytzeolbjhd,/page/wlisqw,493,none,variant_b,MX,Mumbai,true,,,,,
3641,1593,form_submit,,,2024-05-24 23:34:20,tablet,Safari,iOS,sess-ygvoylzcwlin,/page/obfeov,153,twitter,variant_a,JP,Mumbai,true,,,,,
3642,1958,share,,,2025-04-12 22:34:00,mobile,Edge,Android,sess-plsrcwnstgof,/page/uhlqfy,482,none,control,BR,Berlin,true,,,,,
3643,765,wishlist,41,Beauty,2022-02-13 02:36:23,desktop,Firefox,macOS,sess-takdazipshzj,/page/dckulv,149,bing,variant_a,CA,Melbourne,true,,,,,
3644,1850,scroll,,,2025-05-02 02:37:43,desktop,Opera,macOS,sess-dtfwsfpoedhb,/page/bzepxy,514,youtube,control,BR,Toronto,true,93.4,,,,
3645,656,page_view,173,Books,2024-11-03 03:47:24,desktop,Chrome,macOS,sess-wartnmblmgkh,/page/xlpvmi,207,none,variant_b,UK,Mexico City,false,,,,,
3646,576,page_view,179,Home & Garden,2023-02-23 13:14:10,mobile,Firefox,macOS,sess-fwcmqmfiuyye,/page/ymllin,512,instagram,variant_a,CA,Chicago,false,,,,,
3647,1251,click,13,Toys,2024-03-27 18:06:14,mobile,Opera,Linux,sess-allumalycvxc,/page/reezdr,32,instagram,variant_a,AU,Sydney,true,,317.2,689.1,,
3648,426,purchase,,,2025-04-16 04:09:40,tablet,Firefox,iOS,sess-mgftsrysdypw,/page/wegppf,404,twitter,variant_b,FR,Mexico City,false,,,,,216.78
3649,786,purchase,336,Beauty,2022-03-08 17:28:23,mobile,Opera,macOS,sess-yykpusgadhbc,/page/rfjojq,593,twitter,control,UK,Sydney,true,,,,,216.35
3650,,scroll,417,Home & Garden,2022-07-28 15:01:12,mobile,Safari,iOS,sess-rznmxgxctcgs,/page/vrnjgb,98,email,control,FR,Monterrey,false,74.3,,,,
3651,1897,share,225,Books,2023-10-27 13:15:38,tablet,Edge,Windows,sess-ekujzmpfwchp,/page/xdjjni,454,affiliate,variant_a,BR,Osaka,true,,,,,
3652,209,form_submit,279,Home & Garden,2025-07-15 21:57:26,desktop,Safari,Android,sess-zvuwyzijcsoa,/page/gepjvq,337,facebook,control,BR,Tokyo,false,,,,,
3653,1525,form_submit,148,Automotive,2023-03-11 16:07:00,tablet,Firefox,Android,sess-yiohshoomepy,/page/xliagm,100,instagram,control,FR,Tokyo,false,,,,,
3654,435,add_to_cart,45,Sports,2022-06-22 19:07:04,mobile,Edge,Android,sess-xfdcntnooswc,/page/hnvdzp,421,none,variant_b,US,Tokyo,false,,,,,
3655,1029,share,,,2024-07-16 23:23:20,mobile,Safari,Linux,sess-gnsqzzikinpn,/page/vvdzhg,359,affiliate,variant_a,US,Mumbai,false,,,,,
3656,799,scroll,435,Books,2022-06-07 02:25:18,desktop,Firefox,Linux,sess-wxpvtittvmwg,/page/xiycqy,232,affiliate,variant_a,BR,Vancouver,false,85.8,,,,
3657,1053,page_view,482,Books,2022-07-19 05:00:11,mobile,Opera,Android,sess-lflmldfdulhz,/page/tsbdtj,263,instagram,variant_b,UK,Paris,false,,,,,
3658,,video_play,,,2025-09-25 14:34:32,tablet,Edge,Linux,sess-cxcpwnvinhgb,/page/deqgxb,45,bing,variant_b,IN,Lyon,true,,,,,
3659,,purchase,,,2022-01-03 14:54:36,desktop,Opera,Linux,sess-pyvsauzwbhws,/page/guglkc,50,google,variant_b,DE,Berlin,false,,,,,194.46
3660,39,purchase,333,Beauty,2022-07-31 02:43:51,tablet,Safari,Android,sess-dtebuavmhutk,/page/sbnkqf,179,twitter,control,MX,Delhi,false,,,,,419.25
3661,,scroll,139,Home & Garden,2024-12-14 17:29:30,mobile,Opera,Windows,sess-xbeedvgpycbf,/page/sqraul,550,youtube,variant_a,BR,Tokyo,true,95.6,,,,
3662,365,page_view,464,Automotive,2024-06-06 20:23:36,tablet,Chrome,Android,sess-gqjgulnqxsnh,/page/bokskv,2,affiliate,control,AU,Munich,false,,,,,
3663,650,page_view,,,2024-04-29 05:02:19,mobile,Edge,Windows,sess-gleiitoqxgeq,/page/ovyehp,15,affiliate,variant_b,JP,Mumbai,false,,,,,
3664,561,video_play,199,Beauty,2024-09-15 07:20:31,tablet,Edge,iOS,sess-nouftlinwgvf,/page/wkhhac,408,bing,variant_a,IN,Osaka,false,,,,,
3665,382,page_view,36,Sports,2025-11-29 12:07:28,mobile,Edge,Android,sess-qvkqpyxzsclz,/page/lttboa,458,youtube,variant_a,CA,Vancouver,true,,,,,
3666,1492,click,,,2024-03-15 09:01:24,mobile,Opera,macOS,sess-yfknioiezabg,/page/wwrplk,205,google,control,DE,Mexico City,false,,680.5,533.6,,
3667,1346,form_submit,,,2023-01-30 03:42:17,mobile,Safari,macOS,sess-xnbojibeehiu,/page/qyfgdr,24,affiliate,variant_a,MX,Paris,true,,,,,
3668,1825,search,,,2024-10-16 17:36:14,tablet,Chrome,Android,sess-nsjneyxsgfvv,/page/bgteme,41,bing,variant_a,MX,Paris,false,,,,search term 109,
3669,7,add_to_cart,125,Home & Garden,2024-05-23 14:35:30,desktop,Chrome,macOS,sess-tueiqcmmxqam,/page/qyzoin,275,youtube,variant_a,FR,Mexico City,false,,,,,
3670,163,share,62,Food,2025-07-09 01:30:04,mobile,Edge,macOS,sess-ubiglqqlhlhu,/page/xztkha,457,youtube,variant_b,US,Toronto,false,,,,,
3671,715,search,105,Toys,2022-05-08 13:20:26,mobile,Firefox,Android,sess-pdygplchuopj,/page/byuqwa,34,instagram,variant_a,BR,London,true,,,,search term 69,
3672,717,wishlist,213,Sports,2022-12-23 04:11:10,desktop,Firefox,iOS,sess-ipxokercbqbq,/page/fkjupg,272,google,variant_a,MX,Delhi,false,,,,,
3673,1858,share,,,2025-08-08 15:33:27,mobile,Edge,Android,sess-kjjrnuzazxfn,/page/jatkva,585,google,variant_a,FR,Monterrey,true,,,,,
3674,553,click,,,2023-12-07 02:15:55,mobile,Edge,Android,sess-cfswvfvlapco,/page/sqthme,277,bing,control,MX,New York,true,,235.1,922.4,,
3675,1314,add_to_cart,255,Electronics,2025-04-24 21:21:48,desktop,Firefox,Windows,sess-jsuwpavqhgvn,/page/eqkvid,322,direct,variant_a,FR,Manchester,false,,,,,
3676,,purchase,466,Toys,2024-05-11 08:31:49,mobile,Edge,Windows,sess-uaeeatvljlqm,/page/ghbcun,300,google,control,CA,Manchester,true,,,,,454.0
3677,418,page_view,417,Automotive,2023-04-14 04:14:52,desktop,Edge,Linux,sess-azdtwnjdvwfo,/page/mhlrue,347,none,variant_b,IN,Toronto,true,,,,,
3678,924,video_play,,,2022-05-10 15:10:45,desktop,Edge,iOS,sess-gpvxldruuyzu,/page/ronxap,255,none,variant_a,CA,Manchester,false,,,,,
3679,1372,form_submit,445,Food,2024-05-29 07:42:16,desktop,Edge,iOS,sess-hjucqhfbszuy,/page/seoley,457,direct,variant_a,AU,Sydney,true,,,,,
3680,604,page_view,129,Toys,2023-12-05 03:21:31,tablet,Edge,Linux,sess-xftnknxrqwoh,/page/gvbnzg,500,google,variant_b,MX,New York,false,,,,,
3681,1831,video_play,387,Beauty,2023-09-08 05:35:47,desktop,Safari,macOS,sess-nrbgqnnofqrj,/page/vaytue,233,google,variant_b,AU,New York,true,,,,,
3682,1503,wishlist,458,Clothing,2024-12-03 23:42:32,tablet,Opera,Windows,sess-lffjcgzceaja,/page/lbvubd,438,bing,control,IN,Lyon,false,,,,,
3683,1231,wishlist,375,Sports,2022-01-31 19:39:40,mobile,Chrome,Windows,sess-wabfblziycix,/page/grnzvt,303,instagram,control,MX,Chicago,false,,,,,
3684,1101,click,434,Music,2023-06-15 16:11:15,tablet,Chrome,Windows,sess-otfrjvpmlduu,/page/fqklec,560,facebook,variant_a,DE,Rio,false,,996.1,986.9,,
3685,132,search,,,2024-02-01 20:43:12,mobile,Edge,Windows,sess-kjstklfwfvsa,/page/meudgj,586,email,variant_b,UK,São Paulo,false,,,,search term 177,
3686,378,click,121,Sports,2025-02-24 23:55:32,mobile,Firefox,macOS,sess-mimiwdabglwf,/page/cqvswy,378,none,control,DE,Monterrey,false,,1184.0,110.2,,
3687,286,wishlist,162,Books,2024-11-14 02:09:24,desktop,Firefox,Android,sess-tfdhvqtsiesf,/page/fxdixk,71,twitter,control,AU,Mumbai,false,,,,,
3688,596,search,,,2024-06-02 07:58:31,mobile,Opera,Windows,sess-fwbpdpprosjt,/page/brufyp,498,bing,control,MX,Chicago,false,,,,search term 46,
3689,861,page_view,,,2024-07-09 16:03:21,tablet,Opera,macOS,sess-rfxgmywaaiab,/page/zelrkk,130,twitter,variant_a,CA,Paris,true,,,,,
3690,325,video_play,,,2024-10-14 02:33:20,tablet,Firefox,Windows,sess-bezhdkkyctjo,/page/ykikip,487,twitter,variant_a,DE,Melbourne,true,,,,,
3691,1364,scroll,,,2025-04-25 03:52:22,mobile,Opera,macOS,sess-xizldkutmrvo,/page/qkpdvh,156,facebook,control,CA,Mexico City,true,78.9,,,,
3692,20,click,500,Clothing,2023-10-17 18:56:38,mobile,Firefox,iOS,sess-kuqhpnwkybhh,/page/zxmvub,338,affiliate,control,JP,New York,true,,291.0,316.0,,
3693,53,wishlist,419,Food,2025-10-16 05:26:14,mobile,Chrome,macOS,sess-ktvdgbczebbi,/page/mtikry,197,email,variant_a,US,Manchester,false,,,,,
3694,1433,page_view,198,Books,2022-11-12 09:42:31,tablet,Opera,Windows,sess-lvldgqlqxqql,/page/cjglhh,377,youtube,variant_b,IN,Lyon,false,,,,,
3695,590,share,122,Beauty,2022-10-07 21:53:42,desktop,Firefox,Windows,sess-mhmyuzvyqvii,/page/vghlqb,8,instagram,control,IN,Vancouver,true,,,,,
3696,1819,form_submit,,,2024-11-20 13:29:43,tablet,Chrome,Linux,sess-hzgplbaxizvy,/page/qynpxt,47,direct,variant_a,FR,Melbourne,true,,,,,
3697,1982,add_to_cart,,,2022-11-13 13:36:59,mobile,Firefox,iOS,sess-vmjcbtvxkbue,/page/rmlrfz,91,direct,variant_b,CA,Munich,false,,,,,
3698,202,purchase,,,2024-09-18 06:27:31,tablet,Firefox,Android,sess-axviieywisna,/page/iypsxl,442,twitter,control,US,Melbourne,true,,,,,373.16
3699,1867,form_submit,233,Sports,2023-11-02 22:24:13,mobile,Opera,Windows,sess-kqlwcthofkvp,/page/efftir,41,direct,variant_b,DE,Chicago,false,,,,,
3700,,wishlist,,,2022-01-18 08:46:19,tablet,Safari,macOS,sess-hcqdjwwhbcli,/page/fgxpzm,471,google,control,JP,São Paulo,false,,,,,
3701,1622,form_submit,102,Toys,2023-01-21 04:04:32,desktop,Edge,iOS,sess-ftedqeaicxsc,/page/tepeyk,422,affiliate,control,MX,São Paulo,false,,,,,
3702,1019,add_to_cart,270,Electronics,2023-04-06 05:36:28,desktop,Safari,Linux,sess-vodgyzihhxrf,/page/thbjoa,529,email,control,JP,Munich,true,,,,,
3703,739,wishlist,254,Toys,2022-10-23 01:56:56,mobile,Firefox,iOS,sess-lspakaoyyhbx,/page/acjahj,444,twitter,control,MX,Delhi,false,,,,,
3704,26,search,,,2024-06-13 07:08:51,mobile,Safari,Android,sess-drloipmfjmna,/page/nqljua,170,twitter,variant_a,BR,Lyon,true,,,,search term 42,
3705,1414,search,303,Clothing,2022-04-18 02:09:29,mobile,Firefox,iOS,sess-frvpvsfexcrf,/page/vqgqpt,74,instagram,variant_b,IN,Munich,false,,,,search term 105,
3706,1671,add_to_cart,360,Automotive,2022-06-03 17:18:27,tablet,Opera,Windows,sess-bepdtgdbqyfr,/page/zwinyy,99,bing,variant_a,CA,New York,true,,,,,
3707,1869,scroll,,,2024-08-13 05:27:59,tablet,Opera,iOS,sess-zobjtjtcddcl,/page/apmpfd,322,youtube,variant_b,CA,Monterrey,true,13.9,,,,
3708,825,click,,,2025-10-28 00:34:43,mobile,Chrome,Android,sess-ttvqsnvkkcja,/page/bvzepq,213,email,variant_b,BR,London,true,,606.6,362.5,,
3709,1695,click,466,Home & Garden,2024-06-07 13:29:34,tablet,Chrome,Linux,sess-wqykyowtwseo,/page/slgwvu,266,direct,control,UK,Mumbai,true,,998.1,794.9,,
3710,,video_play,154,Sports,2024-05-27 20:20:51,tablet,Opera,iOS,sess-ynezqvrvteyl,/page/tpcedc,358,youtube,control,BR,Toronto,true,,,,,
3711,1698,page_view,485,Toys,2025-02-08 06:06:59,tablet,Firefox,macOS,sess-deugxjqmmcjc,/page/kiilqt,238,facebook,control,JP,Osaka,true,,,,,
3712,331,share,299,Home & Garden,2024-04-03 22:51:56,mobile,Edge,macOS,sess-zzdgdqucssri,/page/ohrkal,291,affiliate,control,DE,Vancouver,false,,,,,
3713,1223,add_to_cart,131,Electronics,2024-01-12 10:27:50,desktop,Safari,Android,sess-cfkhddaspefn,/page/sgwiih,500,bing,variant_a,US,Mumbai,true,,,,,
3714,1668,search,108,Books,2025-07-19 21:58:53,desktop,Edge,Linux,sess-lgajkrlgzgit,/page/xbrymm,305,bing,variant_a,US,Manchester,false,,,,search term 191,
3715,,page_view,430,Sports,2022-03-20 02:52:28,tablet,Firefox,Windows,sess-hkocjhpdyyzd,/page/uadhyd,393,direct,variant_a,AU,Monterrey,false,,,,,
3716,1033,page_view,,,2023-02-06 17:09:15,desktop,Firefox,iOS,sess-nkxwuxoxcjcz,/page/dushak,23,youtube,control,US,Delhi,true,,,,,
3717,917,share,,,2025-04-29 04:37:21,tablet,Edge,Windows,sess-fvywcgsmtsyq,/page/rheqcs,408,affiliate,variant_a,FR,Chicago,false,,,,,
3718,1161,page_view,95,Electronics,2025-03-25 22:28:38,desktop,Firefox,Linux,sess-gyajihthpsiy,/page/qongel,406,facebook,variant_a,DE,New York,true,,,,,
3719,250,purchase,220,Beauty,2023-02-13 07:13:19,mobile,Edge,Linux,sess-upmxuzqgqusi,/page/qxekah,51,email,control,IN,Sydney,true,,,,,174.8
3720,1981,scroll,,,2023-01-08 16:41:27,desktop,Edge,Android,sess-wpowazaznuwx,/page/ofdnfw,556,affiliate,variant_a,US,Chicago,false,66.3,,,,
3721,667,wishlist,201,Automotive,2022-03-21 07:10:41,mobile,Firefox,Linux,sess-bnpsoglfsmfj,/page/zlfwrs,338,affiliate,variant_a,JP,Monterrey,false,,,,,
3722,9,form_submit,47,Books,2025-09-29 07:35:26,desktop,Edge,iOS,sess-xrphdorxuzop,/page/ufodcs,567,youtube,control,MX,Chicago,false,,,,,
3723,1499,scroll,,,2023-04-16 03:25:16,mobile,Opera,Android,sess-dattejohrbgs,/page/uptqpp,289,email,variant_b,IN,New York,true,40.5,,,,
3724,192,add_to_cart,,,2025-05-15 07:41:05,mobile,Opera,macOS,sess-epnniksgihrw,/page/knojze,51,bing,control,IN,Delhi,true,,,,,
3725,656,page_view,,,2022-05-09 23:40:37,mobile,Opera,Android,sess-vtqxtwmmrlvz,/page/gueyxf,264,twitter,variant_a,MX,Toronto,true,,,,,
3726,241,wishlist,7,Beauty,2024-09-02 11:15:41,desktop,Safari,Linux,sess-dyhuwhdnrulq,/page/gewkjn,232,instagram,variant_b,US,São Paulo,true,,,,,
3727,1741,page_view,278,Sports,2023-11-20 12:38:13,tablet,Safari,macOS,sess-kqqktivzisfl,/page/sqtmhc,461,youtube,variant_b,FR,São Paulo,true,,,,,
3728,1419,add_to_cart,398,Food,2025-04-01 23:37:25,tablet,Opera,Windows,sess-dvbxbrzkgmwm,/page/kjaytq,5,none,variant_a,UK,Toronto,true,,,,,
3729,1615,page_view,,,2024-08-11 03:26:26,desktop,Edge,Android,sess-brbfcsikcaji,/page/bkmvqc,408,none,variant_a,US,Rio,true,,,,,
3730,809,click,24,Toys,2023-10-09 17:01:19,tablet,Firefox,Linux,sess-wadclbmzcjvk,/page/lhmemn,48,direct,control,MX,Melbourne,false,,914.6,879.7,,
3731,1900,share,249,Food,2024-06-23 21:59:47,mobile,Chrome,iOS,sess-ylyzqdpbgukj,/page/wilhsi,9,email,variant_b,UK,London,true,,,,,
3732,1326,share,262,Toys,2022-01-04 03:39:40,mobile,Opera,Linux,sess-kyzyfowwgahy,/page/tdnfeb,367,instagram,variant_a,CA,Manchester,true,,,,,
3733,169,share,198,Beauty,2022-12-15 17:36:01,tablet,Firefox,Windows,sess-xoxgyygobllk,/page/xluphb,407,youtube,variant_a,DE,Rio,false,,,,,
3734,1263,purchase,157,Clothing,2022-01-13 13:42:16,tablet,Firefox,iOS,sess-adulpztoyain,/page/mwbaqo,248,direct,control,AU,Mexico City,true,,,,,89.13
3735,50,page_view,112,Music,2022-04-12 08:10:53,desktop,Chrome,Linux,sess-onklguvyvkhe,/page/erqbhk,116,facebook,variant_b,CA,Osaka,false,,,,,
3736,,search,,,2022-11-05 15:33:17,mobile,Opera,Android,sess-imnrzjwbagzw,/page/tehoqo,175,instagram,control,CA,Osaka,false,,,,search term 35,
