order_item_id,order_id,product_id,product_name,category,quantity,unit_price,subtotal,discount_amount,tax_rate,tax_amount,returned,return_reason,fulfillment_type,is_digital,gift_wrap,seller_id,warehouse_id,ship_date
2692,174,305,Product_305,Clothing,4,1450.49,5754.07,47.89,0.0848,487.95,true,changed_mind,in_store,true,true,SEL-049,WH-11,2022-08-30
2693,3307,307,Product_307,Sports,5,1296.73,6381.77,101.88,0.1039,663.07,true,arrived_late,digital_delivery,true,true,SEL-089,WH-16,2024-03-19
2694,1011,232,Product_232,Toys,4,1386.45,5276.38,269.42,0.1065,561.93,true,not_as_described,digital_delivery,true,false,SEL-096,WH-19,2023-05-02
2695,147,409,Product_409,Music,5,666.3,3321.7,9.8,0.0668,221.89,false,,digital_delivery,true,false,SEL-097,WH-20,2025-10-22
2696,1666,125,Product_125,Toys,5,519.53,2583.43,14.22,0.0554,143.12,false,,warehouse,false,true,SEL-021,WH-17,2023-10-24
2697,273,468,Product_468,Beauty,4,1482.24,5922.76,6.2,0.0878,520.02,true,,dropship,true,true,SEL-073,WH-10,2022-09-01
2698,837,259,Product_259,Beauty,3,714.32,2137.73,5.23,0.0956,204.37,false,,dropship,true,true,SEL-066,WH-12,2022-01-27
2699,1434,451,Product_451,Sports,1,438.12,360.87,77.25,0.097,35.0,true,arrived_late,in_store,true,false,SEL-064,WH-11,2022-02-25
2700,4861,12,Product_12,Beauty,1,682.44,541.35,141.09,0.0705,38.17,true,,warehouse,false,false,SEL-085,WH-06,2024-12-08
2701,808,178,Product_178,Electronics,2,1305.58,2291.38,319.78,0.1043,238.99,false,,digital_delivery,false,false,SEL-081,WH-11,2024-01-10
2702,1268,323,Product_323,Clothing,2,1405.2,2435.65,374.75,0.0836,203.62,true,changed_mind,in_store,true,true,SEL-020,WH-02,2025-11-25
2703,1821,302,Product_302,Beauty,5,74.67,359.95,13.4,0.0583,20.99,false,,warehouse,true,false,SEL-008,WH-02,2025-07-02
2704,399,284,Product_284,Electronics,1,1165.26,887.66,277.6,0.0885,78.56,false,,warehouse,true,false,SEL-053,WH-08,2023-06-26
2705,2975,160,Product_160,Books,1,624.16,612.15,12.01,0.111,67.95,false,,dropship,false,false,SEL-092,WH-06,2024-09-16
2706,4831,357,Product_357,Electronics,2,614.02,1185.53,42.51,0.0669,79.31,true,changed_mind,digital_delivery,false,true,SEL-011,WH-15,2023-11-14
2707,510,141,Product_141,Automotive,4,1285.32,5004.05,137.23,0.0565,282.73,true,changed_mind,digital_delivery,false,true,SEL-046,WH-09,2023-01-25
2708,4842,348,Product_348,Automotive,1,240.66,237.58,3.08,0.0565,13.42,false,,warehouse,false,false,SEL-059,WH-14,2023-06-19
2709,119,476,Product_476,Toys,4,121.36,479.96,5.48,0.089,42.72,false,,digital_delivery,false,true,SEL-034,WH-13,2025-08-18
2710,4944,11,Product_11,Beauty,2,1164.28,2141.66,186.9,0.1124,240.72,false,,dropship,false,false,SEL-064,WH-16,2023-11-11
2711,2735,175,Product_175,Electronics,3,844.95,2517.44,17.41,0.0604,152.05,true,,warehouse,false,true,SEL-038,WH-16,2025-01-22
2712,717,169,Product_169,Beauty,2,652.28,1263.89,40.67,0.0654,82.66,false,,warehouse,false,false,SEL-011,WH-03,2022-04-10
2713,1035,218,Product_218,Beauty,3,293.49,806.73,73.74,0.1113,89.79,true,arrived_late,dropship,true,true,SEL-013,WH-08,2024-01-13
2714,4789,460,Product_460,Books,4,350.08,1302.85,97.47,0.056,72.96,false,,in_store,true,false,SEL-005,WH-20,2022-11-20
2715,2561,261,Product_261,Food,2,83.65,144.4,22.9,0.0912,13.17,false,,warehouse,true,true,SEL-071,WH-13,2022-06-05
2716,1804,488,Product_488,Automotive,3,479.68,1350.18,88.86,0.0695,93.84,false,,warehouse,true,false,SEL-060,WH-06,2025-09-01
2717,2504,262,Product_262,Music,1,145.48,145.04,0.44,0.1052,15.26,false,,dropship,true,false,SEL-070,WH-17,2023-06-14
2718,589,81,Product_81,Books,2,378.9,688.51,69.29,0.1181,81.31,false,,dropship,false,false,SEL-048,WH-09,2025-02-15
2719,4807,378,Product_378,Clothing,4,9.48,37.7,0.22,0.0661,2.49,false,,in_store,false,true,SEL-017,WH-10,2024-05-02
2720,2137,120,Product_120,Automotive,2,264.53,458.08,70.98,0.0974,44.62,false,,in_store,true,false,SEL-035,WH-09,2023-07-13
2721,3376,41,Product_41,Beauty,5,1170.38,5804.57,47.33,0.0704,408.64,false,,digital_delivery,true,false,SEL-084,WH-17,2024-08-28
2722,4699,465,Product_465,Books,4,1431.71,5385.88,340.96,0.1128,607.53,false,,dropship,false,true,SEL-086,WH-07,2024-11-19
2723,4495,417,Product_417,Clothing,3,1243.24,3562.39,167.33,0.1051,374.41,false,,digital_delivery,true,true,SEL-009,WH-18,2025-01-01
2724,1324,93,Product_93,Books,2,314.55,557.88,71.22,0.0615,34.31,false,,in_store,true,false,SEL-083,WH-06,2023-04-16
2725,3103,442,Product_442,Toys,4,169.55,642.53,35.67,0.0958,61.55,false,,digital_delivery,true,true,SEL-061,WH-13,2025-10-19
2726,3960,409,Product_409,Sports,1,1408.97,1295.6,113.37,0.0579,75.02,true,arrived_late,digital_delivery,false,true,SEL-093,WH-01,2022-07-20
2727,4898,34,Product_34,Electronics,5,595.71,2810.08,168.47,0.0546,153.43,false,,warehouse,false,true,SEL-052,WH-07,2023-03-29
2728,486,423,Product_423,Beauty,4,438.33,1752.75,0.57,0.0771,135.14,false,,dropship,false,true,SEL-079,WH-16,2023-10-19
2729,123,9,Product_9,Clothing,5,1285.04,6281.25,143.95,0.1007,632.52,true,changed_mind,digital_delivery,true,false,SEL-024,WH-05,2025-12-22
2730,2268,23,Product_23,Beauty,5,332.26,1561.7,99.6,0.0805,125.72,false,,digital_delivery,false,false,SEL-068,WH-18,2025-09-02
2731,1973,367,Product_367,Music,4,478.9,1823.15,92.45,0.0996,181.59,false,,dropship,true,false,SEL-099,WH-02,2022-04-12
2732,560,379,Product_379,Home & Garden,1,786.59,622.18,164.41,0.0544,33.85,true,,warehouse,true,false,SEL-088,WH-03,2024-11-06
2733,2020,301,Product_301,Automotive,4,1081.06,4142.92,181.32,0.0724,299.95,false,,digital_delivery,true,true,SEL-095,WH-03,2022-07-26
2734,3807,397,Product_397,Beauty,3,211.78,616.57,18.77,0.0535,32.99,true,not_as_described,in_store,false,true,SEL-014,WH-04,2022-01-20
2735,2638,258,Product_258,Clothing,3,1083.18,3001.79,247.75,0.0761,228.44,true,not_as_described,in_store,false,true,SEL-063,WH-01,2024-02-07
2736,4584,485,Product_485,Automotive,2,809.56,1496.25,122.87,0.1073,160.55,false,,dropship,false,true,SEL-064,WH-13,2022-01-26
2737,1166,334,Product_334,Sports,5,943.23,4711.88,4.27,0.0514,242.19,true,not_as_described,in_store,false,true,SEL-041,WH-19,2025-12-16
2738,844,234,Product_234,Books,1,825.76,812.83,12.93,0.0691,56.17,true,changed_mind,dropship,false,true,SEL-005,WH-04,2023-10-03
2739,1571,158,Product_158,Beauty,5,1252.34,6148.48,113.22,0.0511,314.19,false,,in_store,false,true,SEL-001,WH-10,2022-01-08
2740,2676,426,Product_426,Sports,4,401.7,1573.16,33.64,0.1027,161.56,true,defective,digital_delivery,false,false,SEL-091,WH-05,2024-12-30
2741,359,270,Product_270,Books,1,895.52,846.43,49.09,0.0602,50.96,true,changed_mind,in_store,true,false,SEL-090,WH-07,2025-05-17
2742,2081,77,Product_77,Books,3,402.69,1197.86,10.21,0.0748,89.6,true,not_as_described,digital_delivery,false,false,SEL-051,WH-07,2022-12-17
2743,3704,471,Product_471,Beauty,3,27.37,78.95,3.16,0.0851,6.72,false,,dropship,true,true,SEL-021,WH-04,2025-04-15
2744,4609,196,Product_196,Toys,3,858.46,2512.42,62.96,0.0841,211.29,true,defective,digital_delivery,true,false,SEL-005,WH-18,2022-10-17
2745,109,357,Product_357,Sports,4,1410.06,5570.78,69.46,0.1078,600.53,false,,in_store,false,true,SEL-042,WH-04,2023-06-10
2746,1377,310,Product_310,Food,2,1082.99,2130.68,35.3,0.0615,131.04,true,changed_mind,dropship,true,false,SEL-018,WH-02,2025-08-17
2747,315,480,Product_480,Clothing,1,1418.32,1130.31,288.01,0.0798,90.2,false,,in_store,true,false,SEL-057,WH-08,2022-08-26
2748,2845,456,Product_456,Sports,4,165.08,629.64,30.68,0.0881,55.47,true,defective,warehouse,true,true,SEL-047,WH-10,2022-12-19
2749,791,13,Product_13,Music,1,451.06,323.52,127.54,0.1079,34.91,false,,in_store,true,false,SEL-100,WH-05,2022-04-23
2750,2908,329,Product_329,Food,2,1438.12,2630.38,245.86,0.0903,237.52,false,,digital_delivery,true,true,SEL-026,WH-20,2025-10-28
2751,841,296,Product_296,Beauty,2,427.48,754.41,100.55,0.0506,38.17,true,,dropship,true,true,SEL-029,WH-01,2025-11-08
2752,2424,215,Product_215,Toys,4,1150.55,4547.66,54.54,0.0616,280.14,true,changed_mind,warehouse,false,true,SEL-024,WH-11,2023-07-23
2753,2841,294,Product_294,Electronics,1,730.23,699.0,31.23,0.092,64.31,true,not_as_described,digital_delivery,true,false,SEL-033,WH-17,2025-08-30
2754,3565,203,Product_203,Home & Garden,2,1483.88,2698.64,269.12,0.0619,167.05,false,,warehouse,false,true,SEL-020,WH-10,2025-03-12
2755,510,47,Product_47,Toys,5,241.84,1202.78,6.42,0.0637,76.62,true,,digital_delivery,false,true,SEL-058,WH-17,2025-09-08
2756,2497,296,Product_296,Music,4,237.98,907.33,44.59,0.0905,82.11,true,not_as_described,in_store,true,false,SEL-046,WH-12,2022-11-07
2757,1126,489,Product_489,Home & Garden,5,785.8,3850.18,78.82,0.1019,392.33,false,,digital_delivery,true,true,SEL-057,WH-11,2022-05-18
2758,94,364,Product_364,Books,1,513.66,478.54,35.12,0.087,41.63,false,,digital_delivery,false,true,SEL-021,WH-14,2022-03-14
2759,4231,158,Product_158,Home & Garden,4,153.54,599.64,14.52,0.0736,44.13,false,,in_store,true,false,SEL-073,WH-10,2024-12-06
2760,2653,478,Product_478,Beauty,2,1435.58,2545.81,325.35,0.0719,183.04,true,,warehouse,false,true,SEL-100,WH-11,2025-05-28
2761,4557,29,Product_29,Food,5,920.21,4499.24,101.81,0.088,395.93,false,,dropship,false,true,SEL-029,WH-04,2025-04-15
2762,3508,304,Product_304,Sports,4,211.14,783.93,60.63,0.0996,78.08,true,,dropship,false,true,SEL-094,WH-01,2025-01-25
2763,1543,489,Product_489,Clothing,4,322.56,1241.21,49.03,0.0978,121.39,true,,warehouse,true,true,SEL-065,WH-13,2023-11-01
2764,3363,482,Product_482,Music,3,922.23,2520.88,245.81,0.1115,281.08,false,,dropship,true,false,SEL-083,WH-20,2022-01-03
2765,688,120,Product_120,Sports,1,1130.15,891.26,238.89,0.0608,54.19,false,,warehouse,false,true,SEL-045,WH-17,2025-12-14
2766,3615,325,Product_325,Toys,2,746.28,1283.62,208.94,0.087,111.67,false,,warehouse,false,true,SEL-056,WH-07,2024-02-29
2767,3814,40,Product_40,Sports,4,809.42,2998.34,239.34,0.0967,289.94,true,defective,digital_delivery,false,false,SEL-045,WH-04,2023-06-12
2768,2535,373,Product_373,Electronics,2,116.76,214.12,19.4,0.0878,18.8,false,,warehouse,false,true,SEL-024,WH-20,2024-08-07
2769,290,289,Product_289,Music,4,1007.45,3739.42,290.38,0.0511,191.08,true,defective,digital_delivery,true,true,SEL-068,WH-08,2023-07-22
2770,4305,264,Product_264,Sports,5,770.27,3669.08,182.27,0.0826,303.07,false,,in_store,true,true,SEL-058,WH-15,2023-09-21
2771,2161,22,Product_22,Sports,1,345.93,337.7,8.23,0.08,27.02,true,wrong_item,digital_delivery,false,false,SEL-097,WH-20,2025-06-24
2772,4644,238,Product_238,Home & Garden,2,658.23,1305.95,10.51,0.1066,139.21,false,,digital_delivery,true,false,SEL-035,WH-20,2024-09-18
2773,2408,349,Product_349,Toys,2,1278.79,2304.47,253.11,0.1067,245.89,true,wrong_item,warehouse,false,false,SEL-036,WH-14,2023-02-12
2774,3393,320,Product_320,Music,4,662.42,2562.82,86.86,0.0907,232.45,true,arrived_late,dropship,false,false,SEL-047,WH-01,2023-04-11
2775,3914,183,Product_183,Electronics,4,298.11,1160.8,31.64,0.0786,91.24,true,wrong_item,digital_delivery,false,true,SEL-088,WH-18,2023-07-13
2776,4110,183,Product_183,Sports,4,1122.22,4270.43,218.45,0.0566,241.71,true,not_as_described,digital_delivery,false,false,SEL-069,WH-09,2025-01-05
2777,3208,217,Product_217,Electronics,4,295.03,1113.13,66.99,0.1122,124.89,true,,in_store,false,true,SEL-041,WH-09,2025-02-22
2778,2151,168,Product_168,Beauty,1,990.99,762.52,228.47,0.0701,53.45,false,,warehouse,true,false,SEL-083,WH-20,2023-11-20
2779,847,218,Product_218,Music,4,1106.79,4200.82,226.34,0.062,260.45,true,arrived_late,in_store,false,true,SEL-040,WH-16,2024-01-18
2780,2914,282,Product_282,Music,1,41.03,31.42,9.61,0.0985,3.09,false,,dropship,true,true,SEL-031,WH-02,2022-03-05
2781,2514,373,Product_373,Music,3,369.83,1105.25,4.24,0.0832,91.96,true,arrived_late,in_store,true,true,SEL-094,WH-20,2024-12-24
2782,572,165,Product_165,Toys,3,1030.19,3066.37,24.2,0.107,328.1,true,not_as_described,in_store,true,false,SEL-037,WH-04,2022-04-17
2783,3424,430,Product_430,Home & Garden,4,773.08,2945.06,147.26,0.1111,327.2,false,,digital_delivery,true,true,SEL-027,WH-20,2022-02-08
2784,812,32,Product_32,Food,4,1389.93,5482.76,76.96,0.1081,592.69,false,,warehouse,false,true,SEL-066,WH-11,2025-01-04
2785,268,177,Product_177,Sports,3,780.0,2263.1,76.9,0.063,142.58,true,,dropship,false,true,SEL-074,WH-20,2023-07-24
2786,1566,387,Product_387,Clothing,2,824.27,1611.87,36.67,0.1057,170.37,true,not_as_described,digital_delivery,true,true,SEL-059,WH-09,2023-01-11
2787,2011,438,Product_438,Automotive,1,429.73,331.61,98.12,0.1169,38.77,false,,in_store,false,false,SEL-084,WH-02,2022-05-24
2788,4934,474,Product_474,Music,4,69.98,260.73,19.19,0.1062,27.69,true,changed_mind,in_store,true,false,SEL-025,WH-06,2024-05-01
2789,1234,299,Product_299,Beauty,1,280.42,216.2,64.22,0.081,17.51,false,,in_store,false,false,SEL-005,WH-12,2024-01-31
2790,2750,494,Product_494,Beauty,1,1431.85,1306.16,125.69,0.1124,146.81,false,,warehouse,false,true,SEL-058,WH-05,2023-05-15
2791,303,163,Product_163,Sports,3,176.49,486.56,42.91,0.0746,36.3,true,not_as_described,warehouse,false,true,SEL-014,WH-06,2024-12-22
2792,4273,142,Product_142,Automotive,4,1474.29,5843.5,53.66,0.0837,489.1,true,arrived_late,in_store,true,true,SEL-088,WH-07,2024-06-21
2793,2842,380,Product_380,Clothing,2,903.12,1634.01,172.23,0.1057,172.71,true,wrong_item,warehouse,false,true,SEL-015,WH-02,2022-03-26
2794,449,469,Product_469,Sports,2,1326.26,2451.59,200.93,0.0517,126.75,true,,warehouse,true,false,SEL-024,WH-05,2023-04-16
2795,1013,163,Product_163,Electronics,2,739.27,1392.45,86.09,0.0737,102.62,false,,in_store,true,true,SEL-010,WH-11,2023-08-01
2796,1578,405,Product_405,Music,5,192.1,952.33,8.17,0.0857,81.61,false,,in_store,false,true,SEL-004,WH-06,2023-05-04
2797,2833,309,Product_309,Food,1,1012.1,811.61,200.49,0.1177,95.53,true,,digital_delivery,true,false,SEL-062,WH-07,2025-03-03
2798,1337,168,Product_168,Music,3,666.65,1817.68,182.27,0.0789,143.41,false,,digital_delivery,true,true,SEL-022,WH-01,2023-05-23
2799,663,66,Product_66,Electronics,5,653.43,3099.4,167.75,0.1018,315.52,true,changed_mind,digital_delivery,true,true,SEL-070,WH-12,2022-10-11
2800,490,191,Product_191,Beauty,3,708.4,1944.9,180.3,0.0706,137.31,false,,dropship,false,false,SEL-089,WH-01,2023-07-03
2801,3378,487,Product_487,Beauty,4,956.09,3648.96,175.4,0.1131,412.7,false,,digital_delivery,true,false,SEL-018,WH-06,2025-05-15
2802,4846,216,Product_216,Toys,1,1155.95,993.32,162.63,0.0577,57.31,false,,warehouse,false,true,SEL-002,WH-20,2023-06-17
2803,50,499,Product_499,Clothing,5,1132.87,5405.19,259.16,0.0764,412.96,true,defective,dropship,false,false,SEL-012,WH-11,2023-02-27
2804,2026,399,Product_399,Toys,2,1473.78,2537.62,409.94,0.0601,152.51,true,not_as_described,dropship,false,true,SEL-051,WH-17,2022-02-19
2805,4400,107,Product_107,Beauty,1,49.41,44.67,4.74,0.0753,3.36,false,,in_store,false,false,SEL-001,WH-08,2022-06-05
2806,3843,142,Product_142,Electronics,1,1447.01,1103.61,343.4,0.0676,74.6,true,not_as_described,dropship,true,false,SEL-083,WH-04,2024-09-11
2807,4530,267,Product_267,Electronics,3,146.5,411.96,27.54,0.095,39.14,true,,in_store,false,true,SEL-039,WH-18,2023-06-09
2808,1660,289,Product_289,Sports,4,560.23,2074.48,166.44,0.0746,154.76,false,,in_store,false,true,SEL-082,WH-14,2024-11-16
2809,2020,390,Product_390,Sports,3,139.52,413.02,5.54,0.0605,24.99,false,,dropship,false,false,SEL-099,WH-04,2024-06-13
2810,1494,129,Product_129,Clothing,4,1107.79,4279.9,151.26,0.1047,448.11,false,,dropship,false,false,SEL-069,WH-20,2023-01-15
2811,3265,422,Product_422,Toys,1,869.84,834.69,35.15,0.0889,74.2,false,,dropship,false,false,SEL-001,WH-15,2024-03-13
2812,1753,362,Product_362,Books,3,968.56,2895.37,10.31,0.0587,169.96,true,changed_mind,dropship,false,true,SEL-010,WH-09,2022-03-08
2813,1106,374,Product_374,Toys,1,385.37,364.72,20.65,0.0803,29.29,true,arrived_late,warehouse,false,true,SEL-020,WH-14,2024-09-07
2814,3445,108,Product_108,Sports,4,1412.18,5368.78,279.94,0.089,477.82,false,,warehouse,true,false,SEL-091,WH-18,2023-02-17
2815,3415,30,Product_30,Clothing,2,902.44,1638.19,166.69,0.0747,122.37,true,,in_store,false,false,SEL-003,WH-06,2023-07-18
2816,3088,322,Product_322,Home & Garden,1,1366.04,993.46,372.58,0.0798,79.28,false,,warehouse,true,false,SEL-026,WH-20,2023-05-31
2817,1595,369,Product_369,Clothing,3,758.98,2147.77,129.17,0.099,212.63,false,,in_store,true,false,SEL-009,WH-05,2023-11-01
2818,1482,372,Product_372,Electronics,3,720.58,2145.82,15.92,0.1087,233.25,false,,warehouse,true,false,SEL-029,WH-04,2025-02-02
2819,2432,274,Product_274,Music,4,740.87,2916.49,46.99,0.0812,236.82,true,,dropship,false,true,SEL-080,WH-01,2022-10-17
2820,3300,76,Product_76,Beauty,5,452.31,2139.16,122.39,0.0935,200.01,true,arrived_late,warehouse,true,true,SEL-079,WH-01,2023-11-15
2821,4376,116,Product_116,Music,5,1060.72,5051.85,251.75,0.1065,538.02,true,defective,digital_delivery,false,false,SEL-074,WH-17,2022-03-01
2822,2311,235,Product_235,Sports,4,822.72,3122.58,168.3,0.1084,338.49,true,changed_mind,digital_delivery,false,true,SEL-016,WH-15,2025-11-04
2823,3766,372,Product_372,Food,3,955.4,2692.33,173.87,0.0788,212.16,false,,digital_delivery,false,true,SEL-002,WH-16,2024-06-13
2824,3,366,Product_366,Home & Garden,2,808.04,1557.79,58.29,0.1085,169.02,true,not_as_described,warehouse,true,false,SEL-046,WH-08,2022-11-21
2825,3141,69,Product_69,Clothing,5,925.64,4436.66,191.54,0.0853,378.45,true,arrived_late,in_store,true,false,SEL-070,WH-01,2025-06-01
2826,1211,363,Product_363,Music,1,844.42,763.75,80.67,0.0525,40.1,true,not_as_described,digital_delivery,false,true,SEL-071,WH-20,2025-09-04
2827,3708,148,Product_148,Home & Garden,5,89.07,424.47,20.88,0.1099,46.65,true,,in_store,true,false,SEL-091,WH-14,2023-06-29
2828,1615,168,Product_168,Toys,3,770.88,2154.03,158.61,0.0839,180.72,true,changed_mind,warehouse,true,false,SEL-019,WH-07,2023-04-08
2829,4457,174,Product_174,Clothing,3,1111.0,3173.22,159.78,0.0662,210.07,false,,dropship,true,true,SEL-017,WH-19,2025-02-06
2830,1713,310,Product_310,Electronics,4,690.87,2708.66,54.82,0.1015,274.93,true,arrived_late,in_store,true,false,SEL-099,WH-01,2024-12-13
2831,1139,390,Product_390,Toys,3,1030.5,3049.41,42.09,0.0604,184.18,false,,dropship,true,false,SEL-060,WH-08,2023-12-02
2832,4301,31,Product_31,Beauty,1,195.34,161.88,33.46,0.0949,15.36,false,,warehouse,true,false,SEL-077,WH-20,2023-05-16
2833,934,291,Product_291,Sports,2,1110.15,1952.95,267.35,0.0749,146.28,false,,dropship,true,false,SEL-044,WH-10,2022-06-07
2834,821,85,Product_85,Books,1,614.31,520.84,93.47,0.0918,47.81,false,,in_store,true,true,SEL-053,WH-13,2022-11-13
2835,3261,258,Product_258,Books,2,164.23,298.78,29.68,0.1198,35.79,true,changed_mind,warehouse,false,true,SEL-076,WH-11,2022-08-01
2836,3809,482,Product_482,Home & Garden,5,356.63,1707.11,76.04,0.0829,141.52,false,,warehouse,true,false,SEL-038,WH-17,2025-02-03
2837,2130,137,Product_137,Automotive,3,1454.55,4311.35,52.3,0.0809,348.79,true,defective,dropship,false,true,SEL-090,WH-11,2025-11-16
2838,4755,428,Product_428,Toys,2,725.69,1288.48,162.9,0.0639,82.33,true,not_as_described,warehouse,true,true,SEL-072,WH-02,2025-10-04
2839,3182,222,Product_222,Beauty,3,1146.06,3437.94,0.24,0.0736,253.03,true,arrived_late,dropship,true,false,SEL-077,WH-14,2023-08-06
2840,4126,443,Product_443,Clothing,2,383.15,656.18,110.12,0.1161,76.18,false,,digital_delivery,true,true,SEL-042,WH-07,2024-06-15
2841,2937,471,Product_471,Sports,2,677.16,1287.13,67.19,0.1022,131.54,false,,digital_delivery,false,true,SEL-024,WH-06,2023-06-23
2842,4095,161,Product_161,Toys,5,978.24,4683.8,207.4,0.0559,261.82,false,,dropship,true,false,SEL-099,WH-14,2025-10-12
2843,2143,265,Product_265,Clothing,1,470.32,361.86,108.46,0.1169,42.3,false,,dropship,false,false,SEL-031,WH-04,2025-11-28
2844,305,24,Product_24,Beauty,3,594.16,1629.84,152.64,0.0558,90.95,true,arrived_late,dropship,false,true,SEL-088,WH-20,2022-03-05
2845,3508,213,Product_213,Clothing,4,1468.89,5643.25,232.31,0.1128,636.56,false,,dropship,true,false,SEL-060,WH-16,2022-03-07
2846,4787,120,Product_120,Clothing,2,109.72,193.25,26.19,0.0845,16.33,true,wrong_item,digital_delivery,true,false,SEL-098,WH-05,2023-03-17
2847,4890,342,Product_342,Toys,2,360.71,696.89,24.53,0.0868,60.49,false,,digital_delivery,true,true,SEL-065,WH-05,2024-02-27
2848,1849,195,Product_195,Music,4,445.41,1771.44,10.2,0.1178,208.68,true,not_as_described,warehouse,false,false,SEL-006,WH-13,2023-12-22
2849,239,187,Product_187,Toys,2,1049.1,1828.28,269.92,0.0938,171.49,true,defective,warehouse,false,false,SEL-052,WH-18,2023-06-08
2850,2495,142,Product_142,Clothing,2,911.45,1630.56,192.34,0.1123,183.11,true,defective,warehouse,false,true,SEL-086,WH-15,2023-04-10
2851,4383,112,Product_112,Food,2,831.88,1622.62,41.14,0.0527,85.51,false,,digital_delivery,false,false,SEL-063,WH-13,2023-12-29
2852,3697,154,Product_154,Electronics,3,348.52,1028.6,16.96,0.0839,86.3,true,defective,warehouse,true,true,SEL-001,WH-11,2022-06-26
2853,3149,76,Product_76,Books,5,1157.56,5487.63,300.17,0.067,367.67,true,not_as_described,dropship,false,false,SEL-029,WH-04,2024-03-08
2854,4789,497,Product_497,Automotive,3,1322.03,3940.08,26.01,0.0655,258.08,false,,warehouse,false,false,SEL-065,WH-20,2023-09-02
2855,904,89,Product_89,Food,5,441.91,2117.15,92.4,0.0897,189.91,true,wrong_item,digital_delivery,true,true,SEL-001,WH-20,2022-07-28
2856,2308,393,Product_393,Books,4,1104.99,4400.54,19.42,0.087,382.85,false,,digital_delivery,true,false,SEL-079,WH-12,2024-08-27
2857,970,311,Product_311,Automotive,5,697.9,3432.32,57.18,0.0677,232.37,true,defective,warehouse,false,false,SEL-010,WH-18,2025-12-28
2858,3698,280,Product_280,Toys,4,245.06,924.27,55.97,0.1103,101.95,false,,warehouse,true,true,SEL-066,WH-08,2024-02-17
2859,1592,413,Product_413,Home & Garden,1,903.89,676.76,227.13,0.0978,66.19,false,,dropship,true,false,SEL-030,WH-02,2022-03-30
2860,3156,196,Product_196,Books,4,585.19,2294.32,46.44,0.1111,254.9,true,arrived_late,in_store,true,true,SEL-048,WH-13,2023-08-16
2861,945,355,Product_355,Beauty,3,839.21,2354.28,163.35,0.0633,149.03,true,arrived_late,warehouse,true,false,SEL-020,WH-07,2023-11-20
2862,3565,204,Product_204,Music,3,119.47,351.87,6.54,0.0622,21.89,false,,digital_delivery,true,false,SEL-014,WH-01,2024-12-03
2863,3528,265,Product_265,Toys,1,572.09,421.18,150.91,0.1114,46.92,false,,warehouse,false,false,SEL-013,WH-17,2023-06-20
2864,1364,482,Product_482,Food,2,206.98,410.1,3.86,0.0757,31.04,true,changed_mind,dropship,true,false,SEL-028,WH-20,2022-02-11
2865,2392,88,Product_88,Electronics,3,836.23,2346.18,162.51,0.0923,216.55,false,,digital_delivery,true,true,SEL-005,WH-02,2023-03-16
2866,3883,374,Product_374,Toys,4,65.52,243.73,18.35,0.0769,18.74,true,defective,digital_delivery,false,false,SEL-012,WH-10,2025-11-06
2867,3833,10,Product_10,Toys,1,139.68,123.62,16.06,0.0659,8.15,true,defective,warehouse,true,true,SEL-081,WH-18,2023-01-28
2868,835,281,Product_281,Clothing,3,238.5,650.79,64.71,0.0527,34.3,true,,in_store,true,false,SEL-064,WH-09,2025-05-05
2869,3985,80,Product_80,Books,4,1179.18,4370.11,346.61,0.1011,441.82,false,,dropship,false,true,SEL-040,WH-15,2022-07-20
2870,4817,461,Product_461,Toys,4,109.62,419.93,18.55,0.0684,28.72,false,,dropship,true,true,SEL-030,WH-12,2022-01-16
2871,4366,208,Product_208,Sports,2,1355.72,2310.89,400.55,0.0924,213.53,true,,digital_delivery,true,true,SEL-047,WH-09,2024-11-10
2872,896,384,Product_384,Books,2,217.48,427.48,7.48,0.0647,27.66,false,,warehouse,false,true,SEL-064,WH-18,2022-01-28
2873,323,10,Product_10,Electronics,4,32.06,120.51,7.73,0.1166,14.05,true,changed_mind,in_store,true,true,SEL-006,WH-13,2022-01-08
2874,3788,50,Product_50,Toys,5,1072.84,5259.14,105.06,0.0545,286.62,true,defective,digital_delivery,false,true,SEL-061,WH-19,2022-04-20
2875,3877,439,Product_439,Food,1,75.89,73.89,2.0,0.1056,7.8,false,,in_store,true,false,SEL-019,WH-03,2024-03-27
2876,236,213,Product_213,Toys,4,901.8,3599.03,8.17,0.0875,314.92,false,,warehouse,true,true,SEL-078,WH-16,2025-08-08
2877,4612,12,Product_12,Sports,2,171.62,314.37,28.87,0.0759,23.86,true,arrived_late,in_store,false,true,SEL-098,WH-17,2023-09-24
2878,4020,338,Product_338,Toys,1,883.43,711.02,172.41,0.0858,61.01,true,wrong_item,in_store,false,true,SEL-031,WH-11,2022-12-13
2879,1958,156,Product_156,Music,2,601.32,1047.22,155.42,0.1181,123.68,true,defective,dropship,true,false,SEL-098,WH-14,2025-01-26
2880,3718,52,Product_52,Books,4,1322.82,4974.37,316.91,0.0818,406.9,true,not_as_described,dropship,true,false,SEL-086,WH-03,2024-12-13
2881,1686,366,Product_366,Home & Garden,5,406.21,1935.3,95.75,0.0654,126.57,true,wrong_item,warehouse,false,true,SEL-035,WH-02,2023-05-11
2882,2933,317,Product_317,Food,5,1313.34,6564.94,1.76,0.0937,615.13,true,,dropship,true,true,SEL-046,WH-13,2023-08-18
