order_id,user_id,order_date,status,total_amount,payment_method,shipping_type,channel,warehouse_id,coupon_code,discount_amount,tax_amount,shipping_fee,estimated_delivery,actual_delivery,num_items,is_gift,order_rating,ip_address,currency
935,689,2023-09-19 00:06:44,processing,2329.45,bank_transfer,overnight,phone,WH-19,VIP25,238.31,223.72,25.67,2023-09-23,,9,true,,116.152.94.17,USD
936,435,2025-08-26 12:56:18,delivered,560.65,credit_card,express,web,WH-04,VIP25,130.86,39.02,9.76,2025-09-05,2025-09-08,10,false,,11.186.116.151,USD
937,1853,2024-02-26 17:38:12,pending,2787.76,bank_transfer,express,web,WH-15,WELCOME5,229.61,140.47,24.65,2024-03-11,,7,true,1.4,80.213.155.186,USD
938,1157,2023-10-31 15:00:34,delivered,616.71,paypal,express,marketplace,WH-13,,17.64,46.35,19.52,2023-11-05,2023-11-10,6,true,,240.169.40.66,USD
939,48,2025-10-26 10:00:03,processing,2693.46,paypal,standard,web,WH-06,SAVE10,541.98,140.88,9.38,2025-10-31,2025-11-03,9,false,,245.191.68.4,USD
940,2000,2024-11-08 07:46:14,returned,1596.25,bank_transfer,standard,mobile_app,WH-14,SUMMER20,235.14,189.41,14.65,2024-11-21,2024-11-23,3,true,2.4,29.162.77.150,USD
941,286,2025-09-16 01:24:13,processing,1602.12,stripe,pickup,phone,WH-20,WELCOME5,245.38,88.25,21.66,2025-09-29,2025-10-01,8,true,3.4,159.171.219.210,USD
942,309,2022-01-09 21:25:39,processing,1044.36,crypto,express,web,WH-10,SAVE10,259.64,113.32,24.02,2022-01-22,2022-01-20,5,false,4.5,160.69.142.29,USD
943,741,2025-11-05 14:37:21,delivered,1705.72,debit_card,standard,in_store,WH-01,SAVE10,469.65,184.36,20.72,2025-11-15,2025-11-17,4,true,,59.250.5.13,USD
944,1117,2022-06-15 02:01:19,delivered,2374.96,bank_transfer,free,mobile_app,WH-03,WELCOME5,567.31,155.67,2.72,2022-06-18,2022-06-16,8,false,4.9,233.55.64.130,USD
945,626,2025-02-22 17:57:56,cancelled,2211.29,debit_card,express,marketplace,WH-05,FLASH30,191.01,255.92,10.01,2025-02-28,2025-03-05,6,true,1.1,237.100.20.60,USD
946,1941,2023-12-12 04:36:39,delivered,1962.3,credit_card,overnight,phone,WH-08,SUMMER20,342.16,143.04,15.46,2023-12-26,,4,false,4.3,76.36.136.79,USD
947,891,2025-06-19 15:54:40,processing,1564.1,debit_card,pickup,mobile_app,WH-05,WELCOME5,194.31,161.52,18.95,2025-07-03,2025-07-08,3,true,,124.15.79.157,USD
948,536,2023-01-07 09:01:21,shipped,2631.12,bank_transfer,standard,mobile_app,WH-08,VIP25,110.99,309.66,8.78,2023-01-11,2023-01-14,9,true,1.7,31.7.129.26,USD
949,1033,2023-07-05 07:58:32,cancelled,1946.64,bank_transfer,express,phone,WH-08,NEWUSER15,420.93,196.77,24.53,2023-07-18,2023-07-17,5,false,,232.148.11.151,USD
950,1174,2023-02-07 16:01:49,pending,1973.48,stripe,express,web,WH-10,NEWUSER15,294.45,111.26,26.02,2023-02-19,2023-02-18,4,true,1.6,60.55.89.67,USD
951,897,2022-10-21 19:28:39,cancelled,2391.08,credit_card,overnight,web,WH-12,NEWUSER15,177.36,129.4,25.87,2022-10-28,2022-11-01,4,false,,171.28.254.143,USD
952,116,2025-03-06 16:18:20,processing,1355.78,bank_transfer,overnight,web,WH-09,,102.38,80.6,22.55,2025-03-18,2025-03-19,10,true,2.7,132.193.215.236,USD
953,370,2025-04-07 07:13:06,delivered,2938.36,gift_card,express,mobile_app,WH-16,WELCOME5,245.15,282.2,8.25,2025-04-15,2025-04-15,6,true,,107.73.216.199,USD
954,413,2023-08-04 15:05:23,shipped,2269.61,bank_transfer,express,web,WH-09,SAVE10,157.01,131.31,2.94,2023-08-12,2023-08-17,1,false,1.2,56.38.61.17,USD
955,102,2022-10-03 03:27:28,delivered,1216.75,stripe,express,in_store,WH-05,,251.13,141.12,14.92,2022-10-12,2022-10-14,10,false,,5.133.63.77,USD
956,95,2022-09-17 09:43:32,returned,2735.76,stripe,overnight,phone,WH-20,SAVE10,416.58,224.13,8.38,2022-09-19,2022-09-20,5,false,3.5,57.158.181.208,USD
957,1776,2023-06-06 21:40:18,pending,2604.86,bank_transfer,pickup,marketplace,WH-06,NEWUSER15,128.02,149.42,9.74,2023-06-10,2023-06-14,3,false,2.8,16.22.53.111,USD
958,134,2024-06-25 00:49:56,pending,285.83,paypal,overnight,phone,WH-16,VIP25,33.22,18.67,23.76,2024-06-28,2024-07-03,8,true,3.4,7.196.71.88,USD
959,462,2025-10-17 10:50:36,delivered,679.3,debit_card,overnight,mobile_app,WH-19,NEWUSER15,195.45,68.74,11.62,2025-10-31,2025-10-30,7,true,,193.102.56.10,USD
960,80,2023-12-25 10:41:30,returned,1772.63,crypto,overnight,phone,WH-08,FLASH30,504.15,110.09,21.26,2024-01-06,2024-01-05,8,true,4.0,20.27.128.244,USD
961,930,2024-05-10 19:10:39,pending,2694.41,paypal,pickup,phone,WH-07,SUMMER20,83.66,207.15,11.49,2024-05-21,2024-05-26,4,false,3.7,200.230.105.134,USD
962,703,2025-06-05 10:01:10,returned,2977.62,stripe,standard,phone,WH-14,WELCOME5,32.91,210.19,18.5,2025-06-11,2025-06-11,10,true,,233.187.179.249,USD
963,1249,2022-03-05 00:40:37,returned,1638.43,crypto,free,phone,WH-14,SAVE10,281.86,182.75,17.09,2022-03-15,2022-03-19,4,false,4.5,99.58.221.96,USD
964,263,2024-01-09 01:26:44,returned,723.66,debit_card,pickup,mobile_app,WH-17,FLASH30,2.49,76.22,13.58,2024-01-16,,1,true,2.1,26.16.117.82,USD
965,1877,2022-08-20 18:18:09,cancelled,2383.57,crypto,pickup,marketplace,WH-13,,461.7,119.92,29.57,2022-09-01,2022-08-30,8,true,3.6,96.106.180.18,USD
966,849,2023-10-25 09:03:07,shipped,790.31,paypal,free,phone,WH-03,VIP25,210.43,70.07,0.11,2023-11-04,,3,false,1.7,84.23.121.179,USD
967,1695,2023-07-13 07:33:26,cancelled,1688.96,debit_card,express,marketplace,WH-06,SAVE10,201.66,201.83,25.48,2023-07-20,2023-07-18,5,false,3.2,7.159.147.183,USD
968,243,2022-10-18 20:54:32,processing,2325.47,stripe,express,in_store,WH-19,FLASH30,620.97,128.92,12.16,2022-10-24,2022-10-27,8,false,4.5,244.14.173.175,USD
969,1394,2025-10-13 22:40:25,delivered,2637.01,crypto,overnight,mobile_app,WH-19,NEWUSER15,20.44,281.83,9.66,2025-10-22,2025-10-22,7,false,,184.152.210.65,USD
970,1848,2024-01-03 04:17:59,pending,341.21,credit_card,standard,phone,WH-19,NEWUSER15,61.85,39.44,21.05,2024-01-11,2024-01-16,4,false,1.5,103.98.241.172,USD
971,96,2022-03-23 08:50:44,shipped,544.96,paypal,express,mobile_app,WH-01,FLASH30,2.24,51.98,7.5,2022-04-05,2022-04-05,4,false,1.5,26.42.254.67,USD
972,1991,2023-06-07 05:55:43,returned,1967.32,gift_card,standard,marketplace,WH-09,,236.92,185.59,3.26,2023-06-20,2023-06-18,3,true,5.0,227.48.145.202,USD
973,825,2023-06-02 18:17:59,cancelled,790.34,paypal,standard,marketplace,WH-06,NEWUSER15,37.76,77.94,2.93,2023-06-16,2023-06-20,10,true,2.7,131.237.157.208,USD
974,988,2023-07-30 22:07:44,delivered,2032.52,credit_card,overnight,mobile_app,WH-06,FLASH30,299.42,110.08,21.88,2023-08-12,2023-08-11,5,false,4.4,241.135.147.160,USD
975,594,2023-12-05 09:36:12,delivered,126.88,credit_card,standard,in_store,WH-10,FLASH30,25.08,13.57,0.64,2023-12-16,2023-12-15,9,true,1.9,127.24.168.27,USD
976,458,2024-10-21 14:48:05,processing,1272.42,bank_transfer,standard,mobile_app,WH-15,WELCOME5,161.81,148.8,1.62,2024-10-29,2024-11-03,9,false,4.7,159.201.9.87,USD
977,392,2024-11-08 18:37:19,processing,1628.72,gift_card,pickup,phone,WH-02,SAVE10,244.1,90.08,20.78,2024-11-21,2024-11-24,4,false,2.0,188.194.201.127,USD
978,416,2022-12-27 10:23:20,returned,2829.63,stripe,pickup,in_store,WH-10,,2.72,147.53,27.14,2023-01-02,2023-01-03,3,true,4.6,211.67.196.35,USD
979,1932,2022-11-15 20:01:27,returned,2444.04,debit_card,express,in_store,WH-18,NEWUSER15,683.19,127.94,29.08,2022-11-27,2022-12-01,6,true,1.7,158.58.76.220,USD
980,343,2025-10-25 19:42:13,shipped,288.84,credit_card,overnight,web,WH-11,NEWUSER15,77.92,23.3,8.48,2025-11-03,2025-11-08,4,true,,117.237.48.222,USD
981,177,2022-10-03 18:39:02,pending,846.68,debit_card,overnight,mobile_app,WH-02,,38.01,85.56,13.75,2022-10-07,2022-10-12,7,false,2.8,233.98.133.253,USD
982,555,2022-07-12 07:01:01,processing,2568.97,gift_card,express,phone,WH-07,VIP25,120.27,166.27,1.67,2022-07-23,2022-07-28,6,true,,234.218.219.172,USD
983,1915,2022-06-09 16:49:26,cancelled,2413.85,debit_card,express,web,WH-08,SAVE10,603.47,277.55,27.33,2022-06-19,2022-06-19,3,false,1.8,8.64.170.83,USD
984,1614,2024-12-23 14:31:27,processing,134.14,bank_transfer,free,mobile_app,WH-09,SUMMER20,26.09,11.54,29.15,2025-01-01,2025-01-03,4,true,,36.146.94.212,USD
985,240,2024-08-13 00:54:55,pending,1330.45,crypto,express,phone,WH-17,NEWUSER15,273.06,80.11,21.95,2024-08-20,2024-08-25,10,true,1.5,249.186.183.76,USD
986,1096,2025-12-10 00:22:41,delivered,1329.04,bank_transfer,overnight,in_store,WH-06,,167.14,148.2,21.57,2025-12-23,,9,true,5.0,10.178.210.153,USD
987,1556,2023-05-30 07:16:33,shipped,644.02,credit_card,standard,mobile_app,WH-20,SAVE10,76.84,37.16,11.47,2023-06-07,2023-06-10,10,true,1.4,3.69.43.218,USD
988,436,2024-05-05 21:09:11,cancelled,1893.2,paypal,overnight,in_store,WH-18,FLASH30,184.3,118.64,13.53,2024-05-13,2024-05-16,5,false,1.2,154.131.219.211,USD
989,1947,2024-09-09 00:36:16,cancelled,2323.09,bank_transfer,overnight,marketplace,WH-18,WELCOME5,598.9,179.09,1.51,2024-09-14,2024-09-19,9,false,4.8,197.71.216.1,USD
990,811,2022-03-02 05:40:11,pending,446.72,bank_transfer,pickup,marketplace,WH-20,,52.02,45.97,1.05,2022-03-14,2022-03-16,1,true,3.6,235.0.203.198,USD
991,1018,2023-12-24 06:24:56,processing,1501.32,stripe,free,phone,WH-02,SUMMER20,23.01,175.49,15.09,2023-12-27,2023-12-25,3,true,1.9,145.126.148.35,USD
992,724,2022-12-30 14:48:17,processing,1626.83,debit_card,express,in_store,WH-17,WELCOME5,49.35,169.97,28.1,2023-01-12,2023-01-11,4,false,,198.165.199.253,USD
993,1414,2022-01-27 23:53:01,shipped,918.45,paypal,overnight,in_store,WH-17,WELCOME5,21.76,57.03,8.26,2022-01-31,,2,false,,4.37.173.77,USD
994,1550,2023-09-26 05:48:01,delivered,2097.43,stripe,pickup,phone,WH-08,,11.51,206.36,11.67,2023-10-06,,1,false,2.0,241.24.180.78,USD
995,1300,2025-05-10 02:06:16,pending,1187.34,paypal,overnight,web,WH-04,SAVE10,159.17,131.28,5.16,2025-05-16,,3,true,4.2,114.142.87.245,USD
996,870,2025-01-04 09:14:01,pending,2979.17,debit_card,pickup,web,WH-09,SAVE10,790.33,191.76,19.68,2025-01-10,2025-01-09,5,true,4.3,234.40.135.251,USD
997,891,2024-04-12 20:52:23,processing,2616.52,credit_card,pickup,in_store,WH-17,VIP25,335.85,211.16,11.5,2024-04-20,2024-04-21,7,true,,105.129.214.91,USD
998,391,2022-05-13 15:38:56,cancelled,2652.99,stripe,standard,mobile_app,WH-16,VIP25,715.21,255.17,0.05,2022-05-23,2022-05-21,2,true,2.5,228.159.33.69,USD
999,1637,2023-08-29 17:43:22,cancelled,1390.06,crypto,express,mobile_app,WH-05,WELCOME5,325.45,78.18,29.07,2023-09-12,2023-09-12,6,false,3.0,162.50.159.106,USD
1000,1709,2024-06-06 10:14:39,processing,1301.25,paypal,pickup,mobile_app,WH-20,SAVE10,244.67,92.86,21.56,2024-06-15,2024-06-20,4,true,2.0,64.59.35.79,USD
1001,1942,2022-01-09 06:11:39,delivered,2780.41,paypal,overnight,web,WH-12,VIP25,59.99,217.44,18.43,2022-01-15,2022-01-18,7,false,4.6,159.91.170.135,USD
1002,344,2023-08-17 23:16:44,shipped,259.56,bank_transfer,standard,mobile_app,WH-11,WELCOME5,66.66,20.78,17.49,2023-08-22,2023-08-23,9,false,1.3,44.21.153.114,USD
1003,554,2024-01-09 09:25:15,pending,1313.12,gift_card,free,web,WH-09,NEWUSER15,118.07,92.96,8.92,2024-01-15,2024-01-15,7,false,1.6,64.6.224.185,USD
1004,56,2023-11-13 11:16:44,processing,489.01,bank_transfer,free,marketplace,WH-07,NEWUSER15,67.93,37.92,11.61,2023-11-26,,6,false,1.9,123.96.97.204,USD
1005,1479,2024-07-26 03:20:17,cancelled,2348.71,paypal,standard,mobile_app,WH-18,VIP25,347.35,237.1,27.33,2024-07-30,2024-07-30,5,false,,164.105.197.236,USD
1006,1983,2025-05-04 09:59:47,shipped,326.88,crypto,pickup,web,WH-19,SUMMER20,73.95,27.89,12.8,2025-05-07,2025-05-12,8,true,3.4,105.180.141.32,USD
1007,364,2025-08-08 14:19:55,cancelled,1379.73,stripe,pickup,in_store,WH-17,,166.27,77.7,0.32,2025-08-10,2025-08-15,4,true,,97.217.40.71,USD
1008,943,2022-04-26 07:32:47,processing,2827.17,credit_card,overnight,in_store,WH-04,SUMMER20,328.39,322.64,18.47,2022-05-08,2022-05-12,6,true,,129.6.186.124,USD
1009,1027,2023-10-17 03:10:22,processing,2642.52,crypto,express,mobile_app,WH-13,SAVE10,237.34,273.87,0.23,2023-10-25,2023-10-29,3,false,4.5,8.102.95.197,USD
1010,500,2024-11-12 09:55:25,processing,1683.82,paypal,standard,mobile_app,WH-19,,105.28,139.85,17.79,2024-11-20,2024-11-21,6,false,,93.139.204.145,USD
1011,1664,2023-10-08 14:27:15,shipped,664.98,gift_card,standard,web,WH-13,VIP25,109.98,72.3,27.85,2023-10-12,2023-10-10,6,false,1.2,196.104.3.96,USD
1012,1140,2024-03-08 17:04:01,processing,142.37,debit_card,express,in_store,WH-16,,13.48,8.68,7.83,2024-03-19,2024-03-18,6,true,3.5,29.27.105.139,USD
1013,1534,2023-08-30 14:09:26,cancelled,1213.11,bank_transfer,pickup,phone,WH-12,NEWUSER15,241.78,64.34,24.54,2023-09-10,2023-09-10,9,true,1.4,212.182.123.142,USD
1014,227,2025-04-04 00:35:16,processing,2805.56,bank_transfer,express,mobile_app,WH-13,NEWUSER15,775.64,334.93,20.27,2025-04-14,2025-04-18,2,false,1.3,73.151.50.73,USD
1015,956,2024-12-24 20:27:15,pending,853.11,credit_card,overnight,in_store,WH-13,FLASH30,13.42,60.24,4.25,2025-01-02,2025-01-04,6,true,2.7,229.104.235.1,USD
1016,1222,2023-08-18 19:09:02,cancelled,929.04,stripe,standard,in_store,WH-16,SAVE10,16.04,74.98,14.8,2023-08-26,2023-08-25,8,true,1.6,116.74.235.139,USD
1017,1474,2022-02-14 05:57:55,cancelled,456.8,paypal,free,in_store,WH-05,,82.03,46.2,21.0,2022-02-23,2022-02-22,10,false,2.7,75.223.95.168,USD
1018,802,2023-05-04 06:17:10,pending,1672.11,crypto,free,marketplace,WH-09,,456.85,147.52,7.99,2023-05-18,2023-05-20,5,false,3.8,96.119.228.148,USD
1019,725,2023-06-24 10:52:40,cancelled,2842.48,bank_transfer,free,mobile_app,WH-17,,692.58,285.73,23.85,2023-06-29,2023-06-28,6,false,3.9,239.108.21.49,USD
1020,1329,2022-02-03 03:28:20,returned,384.1,crypto,pickup,in_store,WH-20,NEWUSER15,91.0,25.3,4.83,2022-02-12,2022-02-16,4,true,1.4,249.197.210.148,USD
1021,924,2023-09-03 22:05:51,returned,1575.04,stripe,overnight,mobile_app,WH-09,,321.21,121.02,17.5,2023-09-11,2023-09-16,2,false,4.4,28.252.162.148,USD
1022,1854,2024-09-19 08:47:46,shipped,1856.72,credit_card,free,web,WH-05,,430.14,201.77,3.4,2024-10-03,2024-10-07,4,true,2.1,151.25.226.99,USD
1023,1666,2025-05-08 23:35:37,processing,2600.01,debit_card,express,mobile_app,WH-13,SAVE10,337.98,205.59,28.84,2025-05-17,2025-05-22,9,false,4.3,52.16.144.106,USD
1024,1632,2024-03-13 12:30:10,cancelled,531.22,stripe,express,phone,WH-15,,30.83,48.19,28.37,2024-03-27,2024-03-25,1,false,3.2,248.108.149.23,USD
1025,1308,2023-04-14 17:00:45,shipped,2175.84,paypal,standard,phone,WH-09,NEWUSER15,305.93,256.07,2.19,2023-04-25,2023-04-26,10,true,2.0,125.175.27.90,USD
1026,87,2022-01-02 19:06:47,shipped,1300.26,paypal,free,marketplace,WH-13,FLASH30,271.17,100.81,27.41,2022-01-12,2022-01-13,1,false,,159.46.38.39,USD
1027,1766,2022-07-15 17:26:16,shipped,2598.5,debit_card,standard,web,WH-17,VIP25,761.16,133.28,11.55,2022-07-29,2022-08-03,8,true,1.5,54.235.73.243,USD
1028,295,2022-01-02 23:33:08,returned,2155.03,stripe,free,marketplace,WH-16,VIP25,646.23,248.05,14.02,2022-01-06,,8,true,,246.169.205.184,USD
1029,1826,2024-11-07 15:59:12,pending,1678.52,paypal,free,in_store,WH-17,SAVE10,402.55,155.67,4.25,2024-11-10,2024-11-15,2,false,,207.93.154.156,USD
1030,1105,2022-01-04 12:14:05,processing,2245.77,debit_card,express,web,WH-18,NEWUSER15,454.33,225.75,12.19,2022-01-12,2022-01-11,4,true,2.6,176.7.35.26,USD
1031,487,2025-08-25 12:31:08,cancelled,72.54,bank_transfer,standard,in_store,WH-13,,15.19,3.75,17.13,2025-09-02,2025-09-04,8,true,4.6,67.178.113.78,USD
1032,32,2025-02-24 13:47:19,delivered,1410.57,credit_card,pickup,phone,WH-06,,292.19,100.4,6.23,2025-03-02,2025-03-01,8,true,2.5,44.252.250.61,USD
1033,1196,2025-12-25 00:04:35,processing,549.92,debit_card,standard,phone,WH-11,WELCOME5,61.62,31.9,20.27,2026-01-05,2026-01-09,2,true,,250.142.117.39,USD
1034,776,2024-11-05 03:00:06,pending,1433.19,bank_transfer,standard,in_store,WH-11,VIP25,14.57,141.34,19.76,2024-11-18,2024-11-19,9,true,4.7,102.170.228.121,USD
1035,1716,2022-10-17 21:50:55,pending,1806.93,gift_card,overnight,mobile_app,WH-16,SAVE10,44.7,209.49,0.29,2022-10-21,2022-10-19,2,true,2.5,21.195.140.113,USD
1036,1797,2023-09-04 09:18:53,cancelled,1059.72,paypal,standard,web,WH-04,VIP25,130.71,121.43,5.57,2023-09-07,2023-09-11,6,false,3.8,207.225.148.254,USD
1037,1238,2024-09-03 04:36:23,pending,2137.17,gift_card,overnight,marketplace,WH-06,VIP25,102.33,146.44,5.34,2024-09-09,2024-09-11,1,true,2.6,35.13.224.152,USD
1038,1005,2025-07-08 14:43:20,cancelled,1161.01,credit_card,overnight,mobile_app,WH-06,WELCOME5,235.2,124.63,11.6,2025-07-18,2025-07-18,6,true,2.3,204.29.181.124,USD
1039,350,2023-03-10 22:27:10,delivered,1056.65,bank_transfer,standard,marketplace,WH-16,,233.3,110.52,2.31,2023-03-14,,1,true,1.5,88.57.246.133,USD
1040,1472,2023-04-22 18:57:35,processing,1332.6,stripe,overnight,marketplace,WH-12,FLASH30,78.46,158.3,4.65,2023-04-24,2023-04-27,8,true,,81.122.6.127,USD
1041,1491,2022-10-18 06:39:06,returned,2370.55,bank_transfer,pickup,web,WH-03,VIP25,340.99,227.07,17.26,2022-10-29,,5,false,4.0,37.234.21.167,USD
1042,467,2024-01-16 20:15:33,processing,163.07,crypto,overnight,web,WH-02,WELCOME5,34.36,16.42,11.49,2024-01-19,2024-01-24,3,true,1.2,107.41.24.5,USD
1043,1095,2022-11-17 18:03:36,processing,49.66,bank_transfer,overnight,web,WH-11,WELCOME5,3.08,3.13,22.93,2022-11-28,,4,true,4.3,254.23.173.18,USD
1044,1448,2025-09-30 21:21:48,processing,1553.25,bank_transfer,free,phone,WH-03,SAVE10,78.05,83.5,24.66,2025-10-03,2025-10-08,3,true,3.1,78.36.218.60,USD
1045,1040,2023-12-30 14:45:20,returned,2015.03,stripe,free,web,WH-20,NEWUSER15,304.87,103.93,17.63,2024-01-01,2024-01-06,8,false,2.1,39.95.62.216,USD
1046,1982,2025-04-08 14:40:36,returned,1765.06,paypal,overnight,marketplace,WH-11,WELCOME5,522.73,111.51,15.7,2025-04-14,2025-04-15,2,true,2.8,204.149.91.65,USD
1047,576,2022-09-22 18:42:51,cancelled,2016.58,bank_transfer,express,web,WH-15,,124.13,136.9,5.26,2022-10-05,2022-10-08,6,true,1.0,229.133.170.116,USD
1048,561,2024-04-11 18:18:16,pending,982.06,bank_transfer,free,mobile_app,WH-11,SUMMER20,23.63,90.47,18.93,2024-04-25,2024-04-29,5,false,2.6,222.126.249.128,USD
1049,678,2023-01-02 21:25:32,shipped,2838.45,stripe,pickup,web,WH-04,,645.94,250.61,22.34,2023-01-16,2023-01-17,6,true,,204.109.38.30,USD
1050,1996,2024-08-01 19:28:33,returned,1565.44,paypal,standard,phone,WH-10,FLASH30,408.73,130.91,23.43,2024-08-07,2024-08-08,2,true,3.8,183.157.4.127,USD
1051,97,2024-09-09 06:33:10,delivered,820.03,credit_card,pickup,web,WH-04,NEWUSER15,68.43,47.66,20.73,2024-09-15,2024-09-15,4,false,2.5,201.132.245.249,USD
1052,1776,2023-04-01 18:18:26,returned,500.2,gift_card,overnight,phone,WH-07,VIP25,48.03,34.42,12.27,2023-04-10,2023-04-11,1,true,4.7,198.135.122.91,USD
1053,395,2023-06-13 10:54:02,processing,1605.08,credit_card,free,marketplace,WH-12,SUMMER20,271.63,103.15,21.78,2023-06-18,2023-06-21,2,true,,35.62.46.71,USD
1054,851,2024-05-30 17:46:24,pending,665.97,paypal,express,marketplace,WH-16,WELCOME5,71.12,52.81,14.89,2024-06-09,2024-06-14,8,true,1.6,129.131.140.174,USD
1055,560,2022-08-09 03:35:12,processing,1401.48,bank_transfer,overnight,web,WH-07,SUMMER20,46.73,106.95,18.74,2022-08-16,2022-08-19,6,false,4.2,111.239.153.103,USD
1056,614,2025-02-25 09:06:48,processing,1119.2,stripe,pickup,mobile_app,WH-01,WELCOME5,89.44,122.03,0.01,2025-03-05,2025-03-07,3,true,1.6,19.25.165.172,USD
1057,1712,2024-04-20 06:18:40,delivered,1473.16,crypto,overnight,phone,WH-06,VIP25,50.11,93.23,16.31,2024-04-25,2024-04-25,1,true,4.2,138.109.170.32,USD
1058,836,2025-02-13 16:46:38,cancelled,152.54,paypal,pickup,web,WH-12,VIP25,24.94,12.21,17.45,2025-02-18,2025-02-22,5,true,3.8,132.209.79.12,USD
1059,607,2024-09-27 12:48:56,delivered,1487.03,debit_card,express,mobile_app,WH-17,SUMMER20,217.61,111.22,7.07,2024-09-30,2024-10-02,10,false,2.2,105.219.236.234,USD
1060,458,2025-06-30 04:24:56,returned,2869.92,gift_card,standard,phone,WH-19,VIP25,363.66,309.34,26.65,2025-07-02,2025-07-02,4,true,4.5,228.27.30.219,USD
1061,1144,2022-09-28 19:13:49,shipped,2873.95,crypto,pickup,web,WH-09,NEWUSER15,494.83,193.56,24.38,2022-10-05,,3,false,3.4,171.13.181.86,USD
1062,773,2022-08-07 09:32:17,returned,737.19,paypal,express,in_store,WH-13,WELCOME5,199.6,38.68,7.67,2022-08-18,2022-08-23,7,false,3.1,84.129.39.157,USD
1063,664,2023-02-06 20:44:51,pending,1214.69,paypal,free,web,WH-13,VIP25,75.0,134.32,14.31,2023-02-11,2023-02-09,1,false,,208.225.38.61,USD
1064,583,2024-10-10 03:00:47,pending,538.02,credit_card,standard,mobile_app,WH-19,SUMMER20,39.94,51.21,1.4,2024-10-13,2024-10-12,10,true,,14.124.169.185,USD
1065,1030,2022-06-08 14:56:12,returned,1610.79,paypal,express,phone,WH-07,WELCOME5,354.59,113.47,9.1,2022-06-15,2022-06-19,4,false,3.0,181.94.20.66,USD
1066,484,2023-08-04 13:58:23,delivered,2882.04,stripe,standard,web,WH-20,NEWUSER15,743.6,215.02,7.88,2023-08-17,2023-08-17,9,false,2.2,201.232.230.199,USD
1067,1183,2022-01-03 06:12:53,pending,1730.89,paypal,standard,marketplace,WH-12,FLASH30,474.68,97.6,4.62,2022-01-06,2022-01-09,9,false,,15.14.79.245,USD
1068,1044,2024-07-29 12:20:34,returned,2410.75,crypto,pickup,phone,WH-15,SUMMER20,242.39,121.85,7.5,2024-08-09,2024-08-11,10,false,4.6,110.233.224.196,USD
1069,137,2022-09-07 05:38:01,pending,745.29,paypal,standard,phone,WH-14,SAVE10,3.86,88.58,22.64,2022-09-14,2022-09-12,5,false,,44.5.25.38,USD
1070,1527,2022-06-19 16:15:00,pending,1382.45,crypto,pickup,marketplace,WH-12,NEWUSER15,322.26,73.2,9.02,2022-06-25,2022-06-23,9,false,2.2,187.131.121.55,USD
1071,592,2022-06-21 11:25:12,delivered,2011.6,crypto,standard,marketplace,WH-15,NEWUSER15,144.5,163.37,6.24,2022-07-04,2022-07-05,6,false,3.6,148.127.131.233,USD
1072,1734,2024-07-09 03:14:11,returned,1085.88,bank_transfer,pickup,in_store,WH-04,SUMMER20,242.39,120.37,10.9,2024-07-13,2024-07-16,4,false,2.3,27.248.74.64,USD
1073,863,2025-12-15 01:01:54,delivered,171.57,crypto,standard,phone,WH-09,VIP25,12.35,14.5,26.7,2025-12-20,,9,true,3.2,238.241.76.77,USD
1074,1512,2022-08-28 13:17:38,delivered,1094.74,bank_transfer,standard,web,WH-11,SUMMER20,265.45,107.64,17.03,2022-09-09,2022-09-10,4,true,2.3,136.139.0.223,USD
1075,877,2022-11-10 22:03:02,pending,1722.71,gift_card,overnight,phone,WH-14,VIP25,269.04,126.21,10.42,2022-11-22,2022-11-22,10,true,2.0,156.141.90.243,USD
1076,1762,2023-09-08 18:16:29,shipped,1649.66,paypal,overnight,phone,WH-02,,450.28,88.74,2.93,2023-09-18,2023-09-20,1,false,,46.226.235.151,USD
1077,696,2022-02-01 22:51:14,shipped,728.46,paypal,overnight,marketplace,WH-17,,43.97,65.79,11.42,2022-02-06,2022-02-06,2,false,,100.6.101.93,USD
1078,385,2025-11-09 15:02:40,pending,926.05,paypal,overnight,phone,WH-15,SAVE10,161.02,47.64,12.69,2025-11-17,2025-11-18,5,true,2.7,67.91.86.164,USD
1079,606,2022-10-26 08:32:31,returned,1254.65,credit_card,pickup,web,WH-04,VIP25,70.07,82.23,2.42,2022-11-07,2022-11-08,2,true,3.7,56.138.125.121,USD
1080,392,2025-12-13 14:21:51,delivered,2182.99,credit_card,free,phone,WH-14,FLASH30,633.16,192.91,26.65,2025-12-22,2025-12-21,10,false,3.2,239.51.210.51,USD
1081,1922,2022-05-18 08:33:55,cancelled,1306.29,crypto,standard,web,WH-09,,12.73,114.96,6.75,2022-05-28,,3,false,4.2,79.51.254.153,USD
1082,472,2023-03-11 00:57:39,delivered,1136.04,debit_card,overnight,marketplace,WH-01,,211.87,104.62,7.96,2023-03-23,2023-03-25,4,false,4.3,198.59.170.240,USD
1083,756,2024-03-20 15:57:18,returned,851.15,bank_transfer,express,phone,WH-18,WELCOME5,105.51,94.11,1.06,2024-03-24,2024-03-22,3,false,,16.216.28.126,USD
1084,470,2024-02-28 08:47:33,pending,1071.0,paypal,express,phone,WH-14,SAVE10,221.58,80.8,1.48,2024-03-02,2024-03-01,8,false,4.7,79.58.105.127,USD
