review_id,user_id,product_id,product_name,category,rating,review_title,review_text,review_date,verified_purchase,helpful_votes,unhelpful_votes,sentiment,media_count,seller_replied,reply_date,review_source,review_language,flagged_as_spam
1310,1590,360,Product_360,Food,1.7,Review title 1310,This is review text for product 360. Rating: 1.7.,2025-07-11 19:47:44,true,82.0,32.0,neutral,8.0,false,,third_party,de,true
1311,852,422,Product_422,Home & Garden,4.9,Review title 1311,This is review text for product 422. Rating: 4.9.,2024-11-28 04:38:27,false,114.0,4.0,positive,10.0,true,2024-12-10,mobile_app,ko,true
1312,1844,49,Product_49,Sports,2.0,Review title 1312,This is review text for product 49. Rating: 2.0.,2023-09-27 21:43:19,true,61.0,6.0,mixed,2.0,true,2023-10-04,mobile_app,ja,false
1313,128,312,Product_312,Beauty,1.5,Review title 1313,This is review text for product 312. Rating: 1.5.,2023-03-16 18:19:11,true,82.0,13.0,mixed,6.0,false,,email_invite,zh,false
1314,504,232,Product_232,Clothing,3.8,Review title 1314,This is review text for product 232. Rating: 3.8.,2025-10-14 12:22:22,true,26.0,35.0,negative,10.0,false,,third_party,de,false
1315,705,309,Product_309,Music,4.0,Review title 1315,This is review text for product 309. Rating: 4.0.,2022-08-04 01:06:45,false,123.0,17.0,mixed,7.0,false,,email_invite,hi,true
1316,846,329,Product_329,Beauty,3.5,Review title 1316,This is review text for product 329. Rating: 3.5.,2024-06-26 01:35:47,true,34.0,28.0,positive,4.0,true,2024-07-18,website,ko,true
1317,213,271,Product_271,Books,2.7,Review title 1317,This is review text for product 271. Rating: 2.7.,2023-01-12 00:59:24,false,127.0,29.0,mixed,5.0,true,2023-01-15,mobile_app,pt,true
1318,1844,17,Product_17,Automotive,4.4,Review title 1318,This is review text for product 17. Rating: 4.4.,2023-04-13 14:52:05,true,44.0,34.0,positive,3.0,false,,third_party,fr,false
1319,273,134,Product_134,Beauty,1.7,Review title 1319,This is review text for product 134. Rating: 1.7.,2025-08-02 14:14:13,true,176.0,39.0,negative,4.0,true,2025-08-08,email_invite,ko,true
1320,677,147,Product_147,Sports,3.1,Review title 1320,This is review text for product 147. Rating: 3.1.,2024-11-15 08:17:55,true,37.0,49.0,negative,0.0,false,,website,es,true
1321,1297,170,Product_170,Music,4.7,Review title 1321,This is review text for product 170. Rating: 4.7.,2023-07-20 22:19:04,true,177.0,5.0,mixed,0.0,false,,email_invite,en,true
1322,1248,19,Product_19,Home & Garden,5.0,Review title 1322,This is review text for product 19. Rating: 5.0.,2023-03-15 14:18:33,false,142.0,6.0,positive,7.0,false,,third_party,ar,true
1323,857,206,Product_206,Toys,4.4,Review title 1323,This is review text for product 206. Rating: 4.4.,2024-09-15 00:10:22,true,95.0,7.0,neutral,7.0,false,,mobile_app,ar,false
1324,180,429,Product_429,Books,4.3,Review title 1324,This is review text for product 429. Rating: 4.3.,2025-03-19 10:51:07,true,97.0,23.0,neutral,8.0,true,2025-04-12,mobile_app,de,true
1325,909,420,Product_420,Home & Garden,3.1,Review title 1325,This is review text for product 420. Rating: 3.1.,2023-10-30 12:17:17,false,26.0,2.0,positive,8.0,false,,email_invite,ko,false
1326,462,129,Product_129,Food,4.7,Review title 1326,This is review text for product 129. Rating: 4.7.,2022-05-18 12:34:14,true,14.0,40.0,positive,9.0,false,,website,en,true
1327,590,466,Product_466,Music,3.3,Review title 1327,This is review text for product 466. Rating: 3.3.,2022-06-16 21:58:43,false,61.0,7.0,neutral,4.0,false,,third_party,ko,true
1328,1581,161,Product_161,Automotive,4.1,Review title 1328,This is review text for product 161. Rating: 4.1.,2025-09-25 20:27:31,true,74.0,29.0,mixed,9.0,false,,email_invite,zh,false
1329,1477,483,Product_483,Clothing,2.5,Review title 1329,This is review text for product 483. Rating: 2.5.,2022-12-20 09:07:29,false,37.0,48.0,positive,7.0,false,,email_invite,de,true
1330,877,138,Product_138,Clothing,1.1,Review title 1330,This is review text for product 138. Rating: 1.1.,2024-09-06 16:21:04,false,111.0,18.0,negative,2.0,true,2024-09-09,third_party,fr,true
1331,1522,33,Product_33,Toys,1.6,Review title 1331,This is review text for product 33. Rating: 1.6.,2023-10-20 16:12:38,false,37.0,16.0,negative,4.0,true,2023-11-09,website,fr,true
1332,613,223,Product_223,Clothing,3.4,Review title 1332,This is review text for product 223. Rating: 3.4.,2025-02-04 11:09:08,true,44.0,24.0,negative,9.0,true,2025-03-02,third_party,en,true
1333,1908,369,Product_369,Food,3.0,Review title 1333,This is review text for product 369. Rating: 3.0.,2024-10-21 16:03:04,false,192.0,48.0,neutral,8.0,true,2024-11-16,third_party,de,false
1334,768,420,Product_420,Electronics,1.3,Review title 1334,This is review text for product 420. Rating: 1.3.,2022-10-12 08:42:28,false,56.0,46.0,neutral,4.0,false,,email_invite,en,false
1335,299,274,Product_274,Clothing,4.1,Review title 1335,This is review text for product 274. Rating: 4.1.,2023-08-20 06:44:08,false,82.0,33.0,mixed,5.0,false,,mobile_app,hi,false
1336,1461,263,Product_263,Music,3.3,Review title 1336,This is review text for product 263. Rating: 3.3.,2025-08-21 08:38:49,false,52.0,10.0,mixed,2.0,true,2025-09-05,mobile_app,fr,false
1337,1125,222,Product_222,Automotive,4.5,Review title 1337,This is review text for product 222. Rating: 4.5.,2022-08-16 01:42:25,true,184.0,32.0,mixed,4.0,true,2022-08-22,third_party,ar,false
1338,1804,72,Product_72,Food,2.3,Review title 1338,This is review text for product 72. Rating: 2.3.,2025-04-21 09:09:20,false,121.0,18.0,neutral,5.0,false,,third_party,ja,false
1339,711,332,Product_332,Home & Garden,4.1,Review title 1339,This is review text for product 332. Rating: 4.1.,2024-07-12 02:51:37,true,177.0,49.0,neutral,6.0,true,2024-07-14,third_party,ja,true
1340,561,168,Product_168,Books,2.1,Review title 1340,This is review text for product 168. Rating: 2.1.,2023-06-02 02:20:18,false,23.0,6.0,neutral,7.0,true,2023-06-28,website,en,false
1341,1671,391,Product_391,Home & Garden,2.0,Review title 1341,This is review text for product 391. Rating: 2.0.,2023-08-12 02:51:26,true,63.0,18.0,mixed,5.0,false,,email_invite,de,false
1342,1960,208,Product_208,Toys,1.2,Review title 1342,This is review text for product 208. Rating: 1.2.,2022-09-08 20:50:02,true,34.0,43.0,negative,9.0,false,,email_invite,hi,false
1343,1964,355,Product_355,Books,1.4,Review title 1343,This is review text for product 355. Rating: 1.4.,2025-08-03 19:59:57,false,10.0,0.0,mixed,7.0,true,2025-08-27,email_invite,en,true
1344,2,18,Product_18,Sports,4.9,Review title 1344,This is review text for product 18. Rating: 4.9.,2023-09-23 08:13:09,true,83.0,22.0,mixed,7.0,false,,third_party,fr,false
1345,1375,457,Product_457,Beauty,3.7,Review title 1345,This is review text for product 457. Rating: 3.7.,2024-01-08 20:40:04,true,157.0,22.0,neutral,10.0,true,2024-02-03,email_invite,en,false
1346,661,137,Product_137,Food,3.8,Review title 1346,This is review text for product 137. Rating: 3.8.,2022-02-07 17:08:38,false,176.0,5.0,positive,9.0,false,,third_party,en,true
1347,1296,145,Product_145,Clothing,4.5,Review title 1347,This is review text for product 145. Rating: 4.5.,2025-09-24 13:57:48,true,75.0,28.0,positive,6.0,false,,third_party,hi,true
1348,854,494,Product_494,Automotive,3.0,Review title 1348,This is review text for product 494. Rating: 3.0.,2023-11-12 14:52:04,false,49.0,39.0,neutral,7.0,true,2023-11-25,email_invite,hi,false
1349,187,164,Product_164,Electronics,4.5,Review title 1349,This is review text for product 164. Rating: 4.5.,2024-02-12 12:59:56,true,197.0,47.0,positive,7.0,false,,email_invite,de,false
1350,1450,102,Product_102,Sports,3.4,Review title 1350,This is review text for product 102. Rating: 3.4.,2022-10-20 03:15:11,true,27.0,19.0,positive,6.0,true,2022-11-11,email_invite,fr,true
1351,969,353,Product_353,Food,2.3,Review title 1351,This is review text for product 353. Rating: 2.3.,2024-06-29 12:20:16,true,118.0,38.0,negative,7.0,true,2024-07-05,mobile_app,fr,false
1352,1930,91,Product_91,Beauty,3.3,Review title 1352,This is review text for product 91. Rating: 3.3.,2023-09-06 01:53:24,true,104.0,24.0,positive,5.0,true,2023-09-10,mobile_app,es,true
1353,484,182,Product_182,Music,1.1,Review title 1353,This is review text for product 182. Rating: 1.1.,2024-09-28 10:42:43,true,170.0,27.0,positive,5.0,true,2024-10-16,mobile_app,zh,true
1354,486,40,Product_40,Clothing,2.1,Review title 1354,This is review text for product 40. Rating: 2.1.,2022-01-29 06:02:31,false,86.0,48.0,negative,1.0,false,,mobile_app,pt,true
1355,715,20,Product_20,Music,4.9,Review title 1355,This is review text for product 20. Rating: 4.9.,2022-06-25 06:47:30,false,157.0,26.0,mixed,4.0,false,,mobile_app,ar,true
1356,584,365,Product_365,Toys,2.3,Review title 1356,This is review text for product 365. Rating: 2.3.,2025-02-01 05:49:25,true,123.0,33.0,positive,8.0,false,,email_invite,en,true
1357,670,373,Product_373,Music,2.0,Review title 1357,This is review text for product 373. Rating: 2.0.,2025-07-28 18:06:48,true,29.0,41.0,mixed,3.0,false,,third_party,de,true
1358,843,279,Product_279,Books,1.1,Review title 1358,This is review text for product 279. Rating: 1.1.,2024-03-27 03:03:59,false,200.0,32.0,positive,0.0,true,2024-04-03,mobile_app,ko,true
1359,386,193,Product_193,Home & Garden,2.3,Review title 1359,This is review text for product 193. Rating: 2.3.,2024-01-25 00:03:16,true,13.0,19.0,negative,2.0,true,2024-02-13,mobile_app,es,false
1360,501,434,Product_434,Electronics,3.1,Review title 1360,This is review text for product 434. Rating: 3.1.,2024-10-17 01:44:54,false,181.0,29.0,mixed,3.0,true,2024-11-04,website,hi,false
1361,1933,496,Product_496,Sports,1.4,Review title 1361,This is review text for product 496. Rating: 1.4.,2024-05-19 23:12:51,true,186.0,3.0,mixed,2.0,false,,third_party,es,false
1362,1457,114,Product_114,Automotive,1.9,Review title 1362,This is review text for product 114. Rating: 1.9.,2022-06-27 02:16:03,false,162.0,43.0,neutral,3.0,false,,email_invite,zh,true
1363,1191,180,Product_180,Beauty,3.4,Review title 1363,This is review text for product 180. Rating: 3.4.,2024-06-30 23:09:14,false,82.0,33.0,neutral,2.0,true,2024-07-20,email_invite,ar,false
1364,610,487,Product_487,Food,4.9,Review title 1364,This is review text for product 487. Rating: 4.9.,2023-03-21 10:54:51,false,48.0,38.0,positive,0.0,false,,third_party,en,false
1365,224,355,Product_355,Clothing,2.1,Review title 1365,This is review text for product 355. Rating: 2.1.,2023-07-21 11:29:43,false,139.0,13.0,mixed,7.0,true,2023-07-25,email_invite,en,false
1366,1416,384,Product_384,Beauty,3.7,Review title 1366,This is review text for product 384. Rating: 3.7.,2025-06-01 20:36:28,true,199.0,49.0,negative,9.0,true,2025-06-13,email_invite,ko,true
1367,239,300,Product_300,Clothing,1.1,Review title 1367,This is review text for product 300. Rating: 1.1.,2022-02-22 15:53:48,true,151.0,24.0,negative,0.0,false,,third_party,ko,false
1368,506,313,Product_313,Clothing,4.7,Review title 1368,This is review text for product 313. Rating: 4.7.,2025-02-19 11:24:43,true,78.0,37.0,negative,8.0,false,,third_party,ja,false
1369,1624,390,Product_390,Automotive,3.9,Review title 1369,This is review text for product 390. Rating: 3.9.,2022-06-12 05:25:08,true,161.0,15.0,neutral,3.0,true,2022-06-13,website,zh,false
1370,1577,354,Product_354,Food,2.0,Review title 1370,This is review text for product 354. Rating: 2.0.,2025-06-18 09:30:47,true,143.0,8.0,positive,9.0,false,,third_party,de,false
1371,36,210,Product_210,Beauty,1.6,Review title 1371,This is review text for product 210. Rating: 1.6.,2023-04-30 00:49:46,true,179.0,45.0,positive,6.0,false,,website,zh,true
1372,13,164,Product_164,Home & Garden,3.7,Review title 1372,This is review text for product 164. Rating: 3.7.,2024-08-08 03:15:29,true,129.0,11.0,negative,9.0,true,2024-08-09,third_party,es,true
1373,395,123,Product_123,Beauty,1.3,Review title 1373,This is review text for product 123. Rating: 1.3.,2024-05-27 21:12:16,false,88.0,38.0,positive,1.0,false,,email_invite,hi,false
1374,711,250,Product_250,Home & Garden,1.5,Review title 1374,This is review text for product 250. Rating: 1.5.,2024-07-24 06:23:06,true,119.0,50.0,mixed,7.0,true,2024-08-05,email_invite,hi,true
1375,1058,174,Product_174,Beauty,1.6,Review title 1375,This is review text for product 174. Rating: 1.6.,2025-08-23 19:14:28,false,182.0,43.0,mixed,3.0,true,2025-09-19,email_invite,ar,false
1376,586,460,Product_460,Electronics,2.4,Review title 1376,This is review text for product 460. Rating: 2.4.,2023-04-05 20:17:59,true,153.0,44.0,neutral,9.0,false,,mobile_app,de,false
1377,5,74,Product_74,Toys,2.8,Review title 1377,This is review text for product 74. Rating: 2.8.,2022-03-14 07:31:14,true,119.0,41.0,negative,5.0,true,2022-04-10,email_invite,zh,false
1378,379,227,Product_227,Food,2.0,Review title 1378,This is review text for product 227. Rating: 2.0.,2024-06-08 16:11:34,false,199.0,14.0,positive,7.0,true,2024-07-06,mobile_app,fr,true
1379,1030,90,Product_90,Books,4.3,Review title 1379,This is review text for product 90. Rating: 4.3.,2025-02-16 08:46:34,false,24.0,36.0,positive,3.0,true,2025-02-25,third_party,ko,false
1380,541,286,Product_286,Toys,2.8,Review title 1380,This is review text for product 286. Rating: 2.8.,2024-02-02 19:01:14,true,19.0,27.0,negative,8.0,false,,mobile_app,ar,false
1381,1514,97,Product_97,Home & Garden,3.9,Review title 1381,This is review text for product 97. Rating: 3.9.,2025-04-23 15:00:31,true,10.0,33.0,neutral,5.0,true,2025-05-08,third_party,pt,false
1382,1531,111,Product_111,Beauty,1.1,Review title 1382,This is review text for product 111. Rating: 1.1.,2024-11-22 14:18:22,false,89.0,23.0,positive,3.0,true,2024-12-02,mobile_app,de,false
1383,1720,198,Product_198,Electronics,3.7,Review title 1383,This is review text for product 198. Rating: 3.7.,2025-12-11 20:53:55,true,126.0,26.0,positive,3.0,false,,email_invite,es,true
1384,47,328,Product_328,Sports,4.4,Review title 1384,This is review text for product 328. Rating: 4.4.,2024-08-18 16:13:02,true,24.0,17.0,positive,4.0,true,2024-08-28,third_party,ar,true
1385,1277,221,Product_221,Electronics,1.9,Review title 1385,This is review text for product 221. Rating: 1.9.,2022-09-25 18:10:16,false,184.0,31.0,mixed,1.0,false,,mobile_app,ja,true
1386,1724,172,Product_172,Food,4.9,Review title 1386,This is review text for product 172. Rating: 4.9.,2025-01-13 02:37:14,false,5.0,32.0,neutral,6.0,true,2025-02-01,website,ja,false
1387,774,133,Product_133,Home & Garden,4.6,Review title 1387,This is review text for product 133. Rating: 4.6.,2025-12-23 18:24:31,false,160.0,12.0,mixed,4.0,false,,third_party,es,true
1388,1088,171,Product_171,Clothing,2.3,Review title 1388,This is review text for product 171. Rating: 2.3.,2023-01-17 22:11:32,true,139.0,19.0,negative,5.0,false,,third_party,pt,false
1389,1983,451,Product_451,Clothing,3.3,Review title 1389,This is review text for product 451. Rating: 3.3.,2024-08-10 02:31:19,true,169.0,11.0,mixed,2.0,false,,website,en,true
1390,1488,214,Product_214,Toys,4.4,Review title 1390,This is review text for product 214. Rating: 4.4.,2024-05-15 20:33:18,false,148.0,47.0,neutral,9.0,true,2024-05-31,third_party,ko,false
1391,8,404,Product_404,Music,4.7,Review title 1391,This is review text for product 404. Rating: 4.7.,2022-04-12 18:20:01,false,128.0,48.0,neutral,2.0,true,2022-04-18,website,en,false
1392,1040,86,Product_86,Sports,1.9,Review title 1392,This is review text for product 86. Rating: 1.9.,2024-10-06 03:04:30,true,66.0,10.0,negative,1.0,false,,mobile_app,en,true
1393,1268,300,Product_300,Food,3.3,Review title 1393,This is review text for product 300. Rating: 3.3.,2022-08-05 11:56:11,true,179.0,5.0,mixed,9.0,false,,email_invite,en,false
1394,554,500,Product_500,Automotive,4.7,Review title 1394,This is review text for product 500. Rating: 4.7.,2023-07-03 14:12:03,true,6.0,25.0,mixed,0.0,true,2023-07-06,mobile_app,fr,true
1395,1772,172,Product_172,Food,2.9,Review title 1395,This is review text for product 172. Rating: 2.9.,2025-03-28 04:59:51,true,18.0,39.0,mixed,1.0,true,2025-04-01,third_party,es,false
1396,1071,133,Product_133,Electronics,2.2,Review title 1396,This is review text for product 133. Rating: 2.2.,2023-11-03 04:47:29,false,37.0,19.0,neutral,0.0,false,,third_party,ja,true
1397,1592,64,Product_64,Food,2.8,Review title 1397,This is review text for product 64. Rating: 2.8.,2022-11-09 10:48:39,false,28.0,35.0,negative,8.0,false,,third_party,pt,false
1398,1673,492,Product_492,Music,2.1,Review title 1398,This is review text for product 492. Rating: 2.1.,2022-04-01 21:16:37,false,171.0,15.0,neutral,6.0,false,,mobile_app,de,true
1399,863,302,Product_302,Books,1.4,Review title 1399,This is review text for product 302. Rating: 1.4.,2023-01-29 09:07:12,true,18.0,20.0,negative,9.0,false,,email_invite,es,true
1400,667,105,Product_105,Sports,2.7,Review title 1400,This is review text for product 105. Rating: 2.7.,2025-06-12 02:22:34,true,96.0,31.0,positive,2.0,true,2025-06-20,email_invite,hi,true
1401,6,299,Product_299,Sports,2.7,Review title 1401,This is review text for product 299. Rating: 2.7.,2023-03-16 18:36:06,false,83.0,39.0,neutral,8.0,true,2023-03-18,third_party,pt,true
1402,1715,349,Product_349,Toys,2.0,Review title 1402,This is review text for product 349. Rating: 2.0.,2022-06-26 19:59:23,false,109.0,22.0,positive,8.0,true,2022-07-21,mobile_app,ar,false
1403,1922,150,Product_150,Clothing,4.1,Review title 1403,This is review text for product 150. Rating: 4.1.,2024-03-02 23:20:34,false,91.0,6.0,neutral,0.0,false,,email_invite,de,false
1404,695,10,Product_10,Music,2.6,Review title 1404,This is review text for product 10. Rating: 2.6.,2023-10-14 10:36:26,true,113.0,7.0,neutral,5.0,true,2023-11-11,third_party,fr,true
1405,1087,90,Product_90,Beauty,2.8,Review title 1405,This is review text for product 90. Rating: 2.8.,2022-12-26 23:35:48,true,39.0,9.0,mixed,1.0,true,2023-01-02,third_party,ko,true
1406,661,136,Product_136,Books,4.3,Review title 1406,This is review text for product 136. Rating: 4.3.,2024-11-04 12:18:39,false,74.0,50.0,mixed,1.0,true,2024-11-27,third_party,en,false
1407,1634,251,Product_251,Food,4.4,Review title 1407,This is review text for product 251. Rating: 4.4.,2024-06-09 18:56:17,true,83.0,8.0,positive,9.0,false,,website,pt,false
1408,1709,354,Product_354,Electronics,4.4,Review title 1408,This is review text for product 354. Rating: 4.4.,2024-03-25 03:57:19,false,94.0,38.0,negative,1.0,false,,email_invite,fr,true
1409,1255,373,Product_373,Home & Garden,4.6,Review title 1409,This is review text for product 373. Rating: 4.6.,2023-05-10 15:37:28,true,60.0,37.0,negative,1.0,false,,website,zh,false
1410,502,290,Product_290,Electronics,2.6,Review title 1410,This is review text for product 290. Rating: 2.6.,2022-12-06 18:54:29,false,151.0,4.0,negative,8.0,false,,email_invite,ja,false
1411,376,195,Product_195,Clothing,4.1,Review title 1411,This is review text for product 195. Rating: 4.1.,2023-08-29 20:24:03,false,198.0,22.0,mixed,4.0,true,2023-09-14,website,en,false
1412,1217,486,Product_486,Music,2.3,Review title 1412,This is review text for product 486. Rating: 2.3.,2023-11-02 09:56:48,true,127.0,7.0,neutral,9.0,true,2023-11-05,website,zh,true
1413,1295,141,Product_141,Beauty,4.2,Review title 1413,This is review text for product 141. Rating: 4.2.,2023-03-15 06:24:16,false,4.0,23.0,negative,2.0,false,,third_party,en,true
1414,420,84,Product_84,Beauty,2.4,Review title 1414,This is review text for product 84. Rating: 2.4.,2022-04-02 10:41:53,false,135.0,32.0,neutral,0.0,true,2022-04-23,website,ja,true
1415,1741,249,Product_249,Automotive,2.4,Review title 1415,This is review text for product 249. Rating: 2.4.,2023-12-24 09:42:00,false,51.0,50.0,mixed,9.0,true,2024-01-07,third_party,ar,false
1416,10,208,Product_208,Books,1.1,Review title 1416,This is review text for product 208. Rating: 1.1.,2023-05-04 12:45:20,true,127.0,38.0,mixed,10.0,false,,email_invite,hi,false
1417,806,337,Product_337,Beauty,2.6,Review title 1417,This is review text for product 337. Rating: 2.6.,2024-10-16 21:45:05,false,100.0,8.0,positive,1.0,true,2024-10-31,mobile_app,hi,false
1418,274,245,Product_245,Clothing,4.6,Review title 1418,This is review text for product 245. Rating: 4.6.,2025-11-04 09:52:16,true,7.0,35.0,neutral,7.0,false,,mobile_app,ar,true
1419,785,203,Product_203,Toys,1.4,Review title 1419,This is review text for product 203. Rating: 1.4.,2023-10-04 22:52:51,true,133.0,23.0,mixed,3.0,true,2023-10-16,website,pt,false
1420,724,349,Product_349,Music,3.5,Review title 1420,This is review text for product 349. Rating: 3.5.,2025-01-05 10:20:09,false,140.0,30.0,neutral,10.0,false,,mobile_app,es,true
1421,967,168,Product_168,Books,3.6,Review title 1421,This is review text for product 168. Rating: 3.6.,2022-02-12 14:32:33,true,134.0,30.0,negative,5.0,true,2022-03-06,website,es,true
1422,30,57,Product_57,Home & Garden,2.7,Review title 1422,This is review text for product 57. Rating: 2.7.,2024-02-09 13:22:24,true,48.0,2.0,positive,5.0,true,2024-03-06,email_invite,ko,true
1423,1170,45,Product_45,Books,1.6,Review title 1423,This is review text for product 45. Rating: 1.6.,2023-07-16 22:25:47,false,76.0,27.0,negative,1.0,true,2023-07-31,website,fr,true
1424,893,221,Product_221,Books,3.3,Review title 1424,This is review text for product 221. Rating: 3.3.,2024-09-13 15:53:55,true,44.0,43.0,neutral,2.0,true,2024-10-03,email_invite,es,true
1425,1252,90,Product_90,Books,1.9,Review title 1425,This is review text for product 90. Rating: 1.9.,2023-12-21 19:45:25,false,62.0,33.0,neutral,4.0,true,2023-12-29,website,de,false
1426,1572,234,Product_234,Toys,1.8,Review title 1426,This is review text for product 234. Rating: 1.8.,2022-12-01 07:46:17,true,10.0,37.0,positive,9.0,true,2022-12-24,email_invite,ar,true
1427,1087,353,Product_353,Food,1.0,Review title 1427,This is review text for product 353. Rating: 1.0.,2025-03-28 23:30:10,true,104.0,28.0,negative,9.0,true,2025-04-20,mobile_app,ja,true
1428,1810,326,Product_326,Automotive,1.2,Review title 1428,This is review text for product 326. Rating: 1.2.,2024-02-06 18:27:27,false,117.0,42.0,positive,2.0,false,,email_invite,ja,true
1429,457,352,Product_352,Toys,1.0,Review title 1429,This is review text for product 352. Rating: 1.0.,2025-06-19 16:23:33,false,120.0,8.0,positive,8.0,false,,mobile_app,en,false
1430,540,498,Product_498,Food,4.5,Review title 1430,This is review text for product 498. Rating: 4.5.,2025-04-15 20:59:34,false,23.0,30.0,mixed,6.0,true,2025-05-14,website,ko,true
1431,433,396,Product_396,Automotive,3.5,Review title 1431,This is review text for product 396. Rating: 3.5.,2025-09-09 19:24:35,false,80.0,20.0,neutral,3.0,true,2025-10-08,email_invite,fr,true
1432,1856,197,Product_197,Home & Garden,2.0,Review title 1432,This is review text for product 197. Rating: 2.0.,2024-05-19 07:46:10,true,104.0,31.0,neutral,7.0,true,2024-06-15,website,ja,false
1433,856,294,Product_294,Clothing,4.9,Review title 1433,This is review text for product 294. Rating: 4.9.,2023-10-05 11:02:11,true,48.0,11.0,positive,6.0,true,2023-10-13,email_invite,ja,true
1434,196,498,Product_498,Home & Garden,2.8,Review title 1434,This is review text for product 498. Rating: 2.8.,2022-07-13 23:49:37,false,26.0,18.0,neutral,3.0,true,2022-08-02,mobile_app,hi,true
1435,1491,421,Product_421,Electronics,2.7,Review title 1435,This is review text for product 421. Rating: 2.7.,2024-07-18 04:33:09,false,22.0,4.0,negative,1.0,false,,third_party,pt,true
1436,895,114,Product_114,Sports,4.8,Review title 1436,This is review text for product 114. Rating: 4.8.,2023-06-21 18:32:39,false,58.0,46.0,neutral,8.0,true,2023-07-11,mobile_app,ar,false
1437,220,230,Product_230,Clothing,4.8,Review title 1437,This is review text for product 230. Rating: 4.8.,2023-11-16 03:26:45,true,16.0,22.0,neutral,7.0,true,2023-12-02,website,ar,false
1438,62,13,Product_13,Music,2.2,Review title 1438,This is review text for product 13. Rating: 2.2.,2022-06-29 10:59:06,true,190.0,17.0,neutral,2.0,false,,email_invite,ko,false
1439,1205,453,Product_453,Electronics,3.3,Review title 1439,This is review text for product 453. Rating: 3.3.,2022-01-08 02:01:49,true,83.0,12.0,positive,6.0,true,2022-02-01,third_party,hi,true
1440,29,102,Product_102,Food,4.0,Review title 1440,This is review text for product 102. Rating: 4.0.,2022-03-01 22:29:55,false,88.0,40.0,neutral,6.0,false,,mobile_app,pt,true
1441,1739,338,Product_338,Electronics,3.9,Review title 1441,This is review text for product 338. Rating: 3.9.,2025-12-08 10:06:09,false,50.0,18.0,negative,4.0,true,2025-12-27,website,en,true
1442,1744,423,Product_423,Music,2.7,Review title 1442,This is review text for product 423. Rating: 2.7.,2025-06-07 02:56:32,true,179.0,23.0,positive,3.0,false,,third_party,zh,true
1443,1866,405,Product_405,Clothing,1.5,Review title 1443,This is review text for product 405. Rating: 1.5.,2023-06-08 09:29:55,true,179.0,10.0,neutral,6.0,true,2023-06-19,website,zh,false
1444,1303,117,Product_117,Automotive,3.5,Review title 1444,This is review text for product 117. Rating: 3.5.,2024-08-07 20:02:58,true,55.0,38.0,negative,2.0,false,,third_party,en,false
1445,1392,491,Product_491,Sports,1.5,Review title 1445,This is review text for product 491. Rating: 1.5.,2022-03-11 10:05:59,true,68.0,2.0,negative,3.0,false,,website,hi,true
1446,1221,341,Product_341,Food,1.5,Review title 1446,This is review text for product 341. Rating: 1.5.,2025-12-21 05:27:33,false,152.0,33.0,mixed,8.0,true,2026-01-15,mobile_app,ar,true
1447,769,44,Product_44,Electronics,3.0,Review title 1447,This is review text for product 44. Rating: 3.0.,2022-11-11 06:15:31,true,98.0,16.0,positive,0.0,true,2022-11-19,email_invite,zh,true
1448,1285,460,Product_460,Beauty,3.7,Review title 1448,This is review text for product 460. Rating: 3.7.,2025-03-13 05:17:25,true,109.0,42.0,neutral,2.0,false,,mobile_app,fr,false
1449,1207,92,Product_92,Toys,1.0,Review title 1449,This is review text for product 92. Rating: 1.0.,2023-02-23 12:47:38,true,20.0,1.0,negative,10.0,true,2023-03-10,third_party,de,true
1450,724,84,Product_84,Electronics,1.9,Review title 1450,This is review text for product 84. Rating: 1.9.,2023-12-06 14:23:59,false,69.0,20.0,positive,4.0,false,,mobile_app,ar,true
1451,719,8,Product_8,Food,4.1,Review title 1451,This is review text for product 8. Rating: 4.1.,2024-02-04 23:13:11,true,134.0,11.0,positive,6.0,true,2024-03-05,third_party,ar,true
1452,1531,489,Product_489,Sports,1.9,Review title 1452,This is review text for product 489. Rating: 1.9.,2024-03-01 21:19:50,false,170.0,25.0,neutral,5.0,true,2024-03-02,third_party,fr,false
1453,550,462,Product_462,Food,2.0,Review title 1453,This is review text for product 462. Rating: 2.0.,2024-04-22 09:34:09,false,168.0,30.0,mixed,2.0,true,2024-05-03,third_party,pt,false
1454,163,159,Product_159,Automotive,3.7,Review title 1454,This is review text for product 159. Rating: 3.7.,2025-07-21 10:45:18,false,4.0,20.0,positive,5.0,true,2025-08-03,website,fr,false
1455,1202,204,Product_204,Toys,2.4,Review title 1455,This is review text for product 204. Rating: 2.4.,2024-06-01 04:41:48,true,129.0,33.0,positive,5.0,false,,mobile_app,en,true
1456,1016,124,Product_124,Food,1.4,Review title 1456,This is review text for product 124. Rating: 1.4.,2023-04-27 12:29:45,false,127.0,42.0,positive,2.0,false,,website,pt,false
1457,293,78,Product_78,Automotive,2.8,Review title 1457,This is review text for product 78. Rating: 2.8.,2024-12-08 10:23:44,true,61.0,14.0,positive,6.0,true,2024-12-11,third_party,pt,false
1458,1164,69,Product_69,Automotive,1.6,Review title 1458,This is review text for product 69. Rating: 1.6.,2024-10-18 22:17:02,true,151.0,49.0,positive,6.0,false,,email_invite,ja,true
1459,1183,213,Product_213,Home & Garden,4.7,Review title 1459,This is review text for product 213. Rating: 4.7.,2023-11-06 00:43:49,true,155.0,19.0,mixed,3.0,false,,third_party,en,false
